kew_id,taxon_name_Stace,LIST,TAXONCITED,ACCEPTEDNAME,RK,2N/N,chromosome_count_2n,notes,unambiguous_match,matched_by_cit.,matched_by_acc.,match_to_subsp_etc.
386353-1,Agrostis stolonifera,Agrostis stolonifera L.,Agrostis stolonifera L.,Agrostis stolonifera L.,34,2n=28,28,,y,y,y,n
386353-1,Agrostis stolonifera,Agrostis stolonifera L.,Agrostis stolonifera L.,Agrostis stolonifera L.,34,2n=28,28,,y,y,y,n
386503-1,Agrostis vinealis,Agrostis vinealis Schreb.,Agrostis vinealis Schreb.,Agrostis vinealis Schreb.,34,2n=c.56,,c.56,y,y,y,n
386633-1,Aira caryophyllea,Aira caryophyllea L.,Aira caryophyllea L.,Aira caryophyllea L.,34,2n=14,14,,y,y,y,n
386818-1,Aira praecox,Aira praecox L.,Aira praecox L.,Aira praecox L.,34,2n=14,14,,y,y,y,n
386818-1,Aira praecox,Aira praecox L.,Aira praecox L.,Aira praecox L.,34,2n=14,14,,y,y,y,n
444546-1,Ajuga chamaepitys,Ajuga chamaepitys (L.) Schreb.,Ajuga chamaepitys (L.) Schreb.,Ajuga chamaepitys (L.) Schreb.,34,2n=28,28,,y,y,y,n
444657-1,Ajuga pyramidalis,Ajuga pyramidalis L.,Ajuga pyramidalis L.,Ajuga pyramidalis L.,34,2n=32,32,,y,y,y,n
444657-1,Ajuga pyramidalis,Ajuga pyramidalis L.,Ajuga pyramidalis L.,Ajuga pyramidalis L.,34,2n=32,32,,y,y,y,n
444664-1,Ajuga reptans,Ajuga reptans L.,Ajuga reptans L.,Ajuga reptans L.,34,2n=32,32,,y,y,y,n
444664-1,Ajuga reptans,Ajuga reptans L.,Ajuga reptans L.,Ajuga reptans L.,34,2n=32,32,,y,y,y,n
444664-1,Ajuga reptans,Ajuga reptans L.,Ajuga reptans L.,Ajuga reptans L.,34,2n=32,32,,y,y,y,n
444664-1,Ajuga reptans,Ajuga reptans L.,Ajuga reptans L.,Ajuga reptans L.,34,2n=32,32,,y,y,y,n
720359-1,Alchemilla alpina,Alchemilla alpina L.,Alchemilla alpina L.,Alchemilla alpina L.,35,2n=140-144,,140-144,y,y,y,n
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=101±1,,101±1,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=104±1,,104±1,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=104±1/2,,104±1/2,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=104±2,,104±2,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=105±1,,105±1,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=105±2,,105±2,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=105±2,,105±2,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=105±2,,105±2,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=106±1,,106±1,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. filicaulis ,Alchemilla filicaulis ssp. filicaulis ,36,2n=150-152,,150-152,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. filicaulis ,Alchemilla filicaulis ssp. filicaulis ,36,2n=152±3,,152±3,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. filicaulis ,Alchemilla filicaulis ssp. filicaulis ,36,2n=c.103,,c.103,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=c.105,,c.105,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=c.108,,c.108,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=c.109,,c.109,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=c.109,,c.109,y,y,y,y
8074-2,Alchemilla filicaulis,Alchemilla filicaulis Buser,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,Alchemilla filicaulis ssp. vestita (Buser) M.E.Bradshaw,36,2n=106,106,,y,y,y,y
720605-1,Alchemilla glaucescens,Alchemilla glaucescens Wallr.,Alchemilla glaucescens Wallr.,Alchemilla glaucescens Wallr.,35,2n=c.110,,c.110,y,y,y,n
720770-1,Alchemilla minima,Alchemilla minima Walters,Alchemilla minima Walters,Alchemilla minima Walters,35,2n=c.103/c.99/c.98,,c.103/c.99/c.98,y,y,y,n
720770-1,Alchemilla minima,Alchemilla minima Walters,Alchemilla minima Walters,Alchemilla minima Walters,35,2n=c.105/c.108,,c.105/c.108,y,y,y,n
721091-1,Alchemilla xanthochlora,Alchemilla xanthochlora Rothm.,Alchemilla xanthochlora Rothm.,Alchemilla xanthochlora Rothm.,35,2n=c.107,,c.107,y,y,y,n
1047073-2,Alisma lanceolatum,Alisma lanceolatum With.,Alisma lanceolatum With.,Alisma lanceolatum With.,34,2n=28,28,,y,y,y,n
30019518-2,Alisma plantago-aquatica,Alisma plantago-aquatica L.,Alisma plantago-aquatica L.,Alisma plantago-aquatica L.,34,2n=14,14,,y,y,y,n
30019518-2,Alisma plantago-aquatica,Alisma plantago-aquatica L.,Alisma plantago-aquatica L.,Alisma plantago-aquatica L.,34,2n=14,14,,y,y,y,n
30019518-2,Alisma plantago-aquatica,Alisma plantago-aquatica L.,Alisma plantago-aquatica L.,Alisma plantago-aquatica L.,34,2n=14,14,,y,y,y,n
1176324-2,Alliaria petiolata,Alliaria petiolata (M. Bieb.) Cavara & Grande,Alliaria petiolata (M.Bieb.) Cavara & Grande,Alliaria petiolata (M.Bieb.) Cavara & Grande,34,2n=42,42,,y,y,y,n
332079-2,Allium ampeloprasum,Allium ampeloprasum L.,Allium ampeloprasum L.,Allium ampeloprasum L.,34,2n=32,32,,y,y,y,n
332079-2,Allium ampeloprasum,Allium ampeloprasum L.,Allium ampeloprasum L.,Allium ampeloprasum L.,34,2n=48,48,,y,y,y,n
528578-1,Allium paradoxum,Allium paradoxum (M. Bieb.) G. Don,Allium paradoxum (M.Bieb.) G.Don,Allium paradoxum (M.Bieb.) G.Don,34,2n=16 +ff,,16 +ff,y,y,y,n
528578-1,Allium paradoxum,Allium paradoxum (M. Bieb.) G. Don,Allium paradoxum (M.Bieb.) G.Don,Allium paradoxum (M.Bieb.) G.Don,34,2n=16 +ff,,16 +ff,y,y,y,n
528578-1,Allium paradoxum,Allium paradoxum (M. Bieb.) G. Don,Allium paradoxum (M.Bieb.) G.Don,Allium paradoxum (M.Bieb.) G.Don,34,2n=16 +ff,,16 +ff,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16 +0/1s,,16 +0/1s,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16 +0-18s,,16 +0-18s,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16 +0-4s,,16 +0-4s,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16 +0-7s,,16 +0-7s,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16,16,,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16,16,,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16,16,,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16,16,,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16,16,,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16,16,,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16,16,,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16,16,,y,y,y,n
528823-1,Allium schoenoprasum,Allium schoenoprasum L.,Allium schoenoprasum L.,Allium schoenoprasum L.,34,2n=16,16,,y,y,y,n
528834-1,Allium scorodoprasum,Allium scorodoprasum L.,Allium scorodoprasum L.,Allium scorodoprasum L.,34,2n=16,16,,y,y,y,n
529088-1,Allium ursinum,Allium ursinum L.,Allium ursinum L.,Allium ursinum L.,34,2n=14,14,,y,y,y,n
529111-1,Allium vineale,Allium vineale L.,Allium vineale L.,Allium vineale L.,34,2n=32,32,,y,y,y,n
30036759-2,Alnus glutinosa,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa var. typica Asch. & Graebn.,Alnus glutinosa fm. macrocarpa (Loudon) comb. nov.,37,2n=28,28,,n,y,y,y
30036759-2,Alnus glutinosa,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa var. typica Asch. & Graebn.,Alnus glutinosa fm. microcarpa Collier,37,2n=28,28,,n,y,y,y
30036759-2,Alnus glutinosa,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa var. macrocarpa Loudon,Alnus glutinosa fm. glutinosa ,37,2n=28,28,,n,y,y,y
30036759-2,Alnus glutinosa,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa var. microcarpa (Collier) Rouy,Alnus glutinosa fm. glutinosa ,37,2n=28,28,,n,y,y,y
387005-1,Alopecurus aequalis,Alopecurus aequalis Sobol.,Alopecurus aequalis Sobol.,Alopecurus aequalis Sobol.,34,2n=14,14,,y,y,y,n
387005-1,Alopecurus aequalis,Alopecurus aequalis Sobol.,Alopecurus aequalis Sobol.,Alopecurus aequalis Sobol.,34,2n=14,14,,y,y,y,n
387005-1,Alopecurus aequalis,Alopecurus aequalis Sobol.,Alopecurus aequalis Sobol.,Alopecurus aequalis Sobol.,34,2n=14,14,,y,y,y,n
387005-1,Alopecurus aequalis,Alopecurus aequalis Sobol.,Alopecurus aequalis Sobol.,Alopecurus aequalis Sobol.,34,2n=14,14,,y,y,y,n
387047-1,Alopecurus bulbosus,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,34,2n=14,14,,y,y,y,n
387047-1,Alopecurus bulbosus,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,34,2n=14,14,,y,y,y,n
387047-1,Alopecurus bulbosus,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,34,2n=14,14,,y,y,y,n
387047-1,Alopecurus bulbosus,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,34,2n=14,14,,y,y,y,n
387047-1,Alopecurus bulbosus,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,34,2n=21,21,,y,y,y,n
387047-1,Alopecurus bulbosus,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,34,2n=21,21,,y,y,y,n
387047-1,Alopecurus bulbosus,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,34,2n=28,28,,y,y,y,n
387047-1,Alopecurus bulbosus,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,Alopecurus bulbosus Gouan,34,2n=28,28,,y,y,y,n
387091-1,Alopecurus geniculatus,Alopecurus geniculatus L.,Alopecurus geniculatus L.,Alopecurus geniculatus L.,34,2n=28,28,,y,y,y,n
387091-1,Alopecurus geniculatus,Alopecurus geniculatus L.,Alopecurus geniculatus L.,Alopecurus geniculatus L.,34,2n=28,28,,y,y,y,n
387091-1,Alopecurus geniculatus,Alopecurus geniculatus L.,Alopecurus geniculatus L.,Alopecurus geniculatus L.,34,2n=28,28,,y,y,y,n
387143-1,Alopecurus myosuroides,Alopecurus myosuroides Huds.,Alopecurus myosuroides Huds.,Alopecurus myosuroides Huds.,34,2n=14,14,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
387176-1,Alopecurus pratensis,Alopecurus pratensis L.,Alopecurus pratensis L.,Alopecurus pratensis L.,34,2n=28,28,,y,y,y,n
558872-1,Althaea officinalis,Althaea officinalis L.,Althaea officinalis L.,Althaea officinalis L.,34,2n=42,42,,y,y,y,n
1141132-2,Ammophila arenaria,Ammophila arenaria (L.) Link,Ammophila arenaria (L.) Link,Ammophila arenaria (L.) Link,34,2n=28,28,,y,y,y,n
1141132-2,Ammophila arenaria,Ammophila arenaria (L.) Link,Ammophila arenaria (L.) Link,Ammophila arenaria (L.) Link,34,2n=28,28,,y,y,y,n
30173179-2,Anaphalis margaritacea,Anaphalis margaritacea (L.) Benth.,Anaphalis margaritacea (L.) Benth.,Anaphalis margaritacea (L.) Benth.,34,2n=28,28,,y,y,y,n
30021967-2,Andromeda polifolia,Andromeda polifolia L.,Andromeda polifolia L.,Andromeda polifolia L.,34,2n=48,48,,y,y,y,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=30,30,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=32,32,,n,y,n,n
13472-2,Anemone nemorosa,Anemone nemorosa L.,Anemone nemorosa L.,Anemonoides nemorosa (L.) Holub,34,2n=39,39,,n,y,n,n
837777-1,Angelica sylvestris,Angelica sylvestris L.,Angelica sylvestris L.,Angelica sylvestris L.,34,2n=22,22,,y,y,y,n
1042066-2,Anogramma leptophylla,Anogramma leptophylla (L.) Link,Anogramma leptophylla (L.) Link,Anogramma leptophylla (L.) Link,34,2n=26,26,,y,y,y,n
30111520-2,Antennaria dioica,Antennaria dioica (L.) Gaertn.,Antennaria dioica (L.) Gaertn.,Antennaria dioica (L.) Gaertn.,34,2n=28,28,,y,y,y,n
30111520-2,Antennaria dioica,Antennaria dioica (L.) Gaertn.,Antennaria dioica (L.) Gaertn.,Antennaria dioica (L.) Gaertn.,34,2n=28,28,,y,y,y,n
177158-1,Anthemis arvensis,Anthemis arvensis L.,Anthemis arvensis L.,Anthemis arvensis L.,34,2n=18,18,,y,y,y,n
177158-1,Anthemis arvensis,Anthemis arvensis L.,Anthemis arvensis L.,Anthemis arvensis L.,34,2n=18,18,,y,y,y,n
177158-1,Anthemis arvensis,Anthemis arvensis L.,Anthemis arvensis L.,Anthemis arvensis L.,34,2n=18,18,,y,y,y,n
177259-1,Anthemis cotula,Anthemis cotula L.,Anthemis cotula L.,Anthemis cotula L.,34,2n=18,18,,y,y,y,n
177259-1,Anthemis cotula,Anthemis cotula L.,Anthemis cotula L.,Anthemis cotula L.,34,2n=18,18,,y,y,y,n
177259-1,Anthemis cotula,Anthemis cotula L.,Anthemis cotula L.,Anthemis cotula L.,34,2n=18,18,,y,y,y,n
177259-1,Anthemis cotula,Anthemis cotula L.,Anthemis cotula L.,Anthemis cotula L.,34,2n=18,18,,y,y,y,n
177259-1,Anthemis cotula,Anthemis cotula L.,Anthemis cotula L.,Anthemis cotula L.,34,2n=18,18,,y,y,y,n
177259-1,Anthemis cotula,Anthemis cotula L.,Anthemis cotula L.,Anthemis cotula L.,34,2n=18,18,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20 +0/1s,,20 +0/1s,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
389034-1,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,34,2n=20,20,,y,y,y,n
837912-1,Anthriscus caucalis,Anthriscus caucalis M. Bieb.,Anthriscus caucalis M.Bieb.,Anthriscus caucalis M.Bieb.,34,2n=14,14,,y,y,y,n
837969-1,Anthriscus sylvestris,Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris (L.) Hoffm.,34,2n=16,16,,y,y,y,n
837969-1,Anthriscus sylvestris,Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris (L.) Hoffm.,34,2n=16,16,,y,y,y,n
837969-1,Anthriscus sylvestris,Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris (L.) Hoffm.,34,2n=16,16,,y,y,y,n
474795-1,Anthyllis vulneraria,Anthyllis vulneraria L.,Anthyllis vulneraria L.,Anthyllis vulneraria L.,34,2n=12,12,,y,y,y,n
474795-1,Anthyllis vulneraria,Anthyllis vulneraria L.,Anthyllis vulneraria L.,Anthyllis vulneraria L.,34,2n=12,12,,y,y,y,n
721514-1,Aphanes arvensis,Aphanes arvensis L.,Aphanes arvensis L.,Alchemilla arvensis (L.) Scop.,34,2n=48,48,,n,y,n,n
838067-1,Apium graveolens,Apium graveolens L.,Apium graveolens L.,Apium graveolens L.,34,2n=22,22,,y,y,y,n
360550-1,Aptenia cordifolia,Aptenia cordifolia (L. f.) Schwantes,Aptenia cordifolia (L.f.) Schwantes,Aptenia cordifolia (L.f.) Schwantes,34,2n=18,18,,y,y,y,n
360550-1,Aptenia cordifolia,Aptenia cordifolia (L. f.) Schwantes,Aptenia cordifolia (L.f.) Schwantes,Aptenia cordifolia (L.f.) Schwantes,34,2n=18,18,,y,y,y,n
306409-2,Aquilegia vulgaris,Aquilegia vulgaris L.,Aquilegia vulgaris L.,Aquilegia vulgaris L.,34,2n=14,14,,y,y,y,n
306409-2,Aquilegia vulgaris,Aquilegia vulgaris L.,Aquilegia vulgaris L.,Aquilegia vulgaris L.,34,2n=14,14,,y,y,y,n
278269-1,Arabis hirsuta,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,34,2n=32,32,,y,y,y,n
278269-1,Arabis hirsuta,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,34,2n=32,32,,y,y,y,n
278269-1,Arabis hirsuta,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,34,2n=32,32,,y,y,y,n
278269-1,Arabis hirsuta,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,34,2n=32,32,,y,y,y,n
278269-1,Arabis hirsuta,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,Arabis hirsuta (L.) Scop.,34,2n=32,32,,y,y,y,n
326526-1,Arbutus unedo,Arbutus unedo L.,Arbutus unedo L.,Arbutus unedo L.,34,2n=26,26,,y,y,y,n
178385-1,Arctium lappa,Arctium lappa L.,Arctium lappa L.,Arctium lappa L.,34,2n=36,36,,y,y,y,n
178406-1,Arctium minus,Arctium minus (Hill) Bernh.,Arctium minus (Hill) Bernh.,Arctium minus (Hill) Bernh.,34,2n=36,36,,y,y,y,n
1024084-2,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi (L.) Spreng.,Arctostaphylos uva-ursi (L.) Spreng.,Arctostaphylos uva-ursi (L.) Spreng.,34,2n=52,52,,y,y,y,n
