kew_id,taxon_name,cited_name,sporophytic_chromosome_number,notes,unambiguous_match,number_identical_observations,,,,,
802837-1,Euphrasia salisburgensis Funck,Euphrasia salisburgensis var. hibernica Pugsley,44,,n,1,,,,,
802846-1,Euphrasia scottica Wettst.,Euphrasia scottica Wettst.,44,,y,1,,,,,
802905-1,Euphrasia tetraquetra (Bréb.) Arrond.,Euphrasia occidentalis Wettst.,44,,n,1,,,,,
802943-1,Euphrasia vigursii Davey,Euphrasia vigursii Davey,22,,y,2,,,,,
305836-2,Fagus sylvatica L.,Fagus sylvatica L.,24,,y,1,,,,,
694561-1,Fallopia baldschuanica (Regel) Holub,Fallopia baldschuanica (Regel) Holub,20,,y,2,,,,,
103354-2,Fallopia convolvulus (L.) Á.Löve,Fallopia convolvulus (L.) Á.Löve,40,,y,2,,,,,
694568-1,Fallopia dumetorum (L.) Holub,Fallopia dumetorum (L.) Holub,20,,y,1,,,,,
60443338-2,Festuca arenaria Osbeck,Festuca arenaria Osbeck,,56 +1s,y,1,,,,,
60443338-2,Festuca arenaria Osbeck,Festuca arenaria Osbeck,56,,y,6,,,,,
60443338-2,Festuca arenaria Osbeck,Festuca juncifolia St.-Amans,,54| 55,n,1,,,,,
60443338-2,Festuca arenaria Osbeck,Festuca juncifolia St.-Amans,56,,n,2,,,,,
402373-1,Festuca armoricana Kerguélen,Festuca armoricana Kerguélen,28,,y,3,,,,,
77083572-1,Festuca filiformis Pourr.,Festuca capillata Lam.,14,,n,1,,,,,
77083572-1,Festuca filiformis Pourr.,Festuca filiformis Pourr.,14,,y,5,,,,,
77083572-1,Festuca filiformis Pourr.,Festuca tenuifolia Sibth.,14,,n,1,,,,,
972850-1,Festuca gautieri (Hack.) K.Richt.,Festuca gautieri subsp. scoparia (Hack. & A.Kern.) Kerguélen,14,,n,2,,,,,
402876-1,Festuca huonii Auquier,Festuca huonii Auquier,42,,y,1,,,,,
402992-1,Festuca lemanii T.Bastard,Festuca lemanii T.Bastard,42,,y,1,,,,,
89999-3,Festuca longifolia Thuill.,Festuca glauca var. caesia (Sm.) Howarth,14,,n,1,,,,,
89999-3,Festuca longifolia Thuill.,Festuca longifolia Thuill.,14,,y,2,,,,,
403212-1,Festuca ovina L.,Festuca guestfalica Boenn. ex Rchb.,28,,n,2,,,,,
403212-1,Festuca ovina L.,Festuca ovina L.,14,,y,81,,,,,
403212-1,Festuca ovina L.,Festuca ovina subsp. hirtula (Hack. ex Travis) M.J.Wilk.,28,,n,5,,,,,
403212-1,Festuca ovina L.,Festuca ovina subsp. ophioliticola var. ophioliticola ,28,,n,6,,,,,
403212-1,Festuca ovina L.,Festuca ovina subsp. ovina ,,14 +0/1s,n,2,,,,,
403212-1,Festuca ovina L.,Festuca ovina subsp. ovina ,14,,n,4,,,,,
30010036-2,Festuca rubra L.,Festuca fallax Thuill.,42,,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra (viviparous) ,56,,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra L.,42,,y,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra L.,49,,y,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra L.,56,,y,2,,,,,
30010036-2,Festuca rubra L.,Festuca rubra L.,63,,y,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra L.,70,,y,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. arctica (Hack.) Govor.,,42 +2s,n,2,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. arctica (Hack.) Govor.,,42 +3s,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. arctica (Hack.) Govor.,42,,n,7,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. arctica (Hack.) Govor.,63,,n,4,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. commutata Gaudin,,42 +0/1s,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. commutata Gaudin,42,,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. juncea (Hack.) K.Richt.,,42 +5s,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. juncea (Hack.) K.Richt.,41,,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. juncea (Hack.) K.Richt.,42,,n,8,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. juncea (Hack.) K.Richt.,63,,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. litoralis (G.Mey.) Auquier,42,,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. megastachys Gaudin,,56 +0/2s,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. megastachys Gaudin,,56 +2s,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. megastachys Gaudin,56,,n,2,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. rubra ,,42 +2s,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. rubra ,,42 +3s,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. rubra ,,c.43 +2s,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. rubra ,42,,n,14,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. scotica S.Cunn. ex Al-Bermani,,70 +1s,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. scotica S.Cunn. ex Al-Bermani,56,,n,1,,,,,
30010036-2,Festuca rubra L.,Festuca rubra subsp. scotica S.Cunn. ex Al-Bermani,63,,n,2,,,,,
30010036-2,Festuca rubra L.,Festuca rubra var. multiflora Wallr.,42,,n,1,,,,,
60451281-2,Festuca trachyphylla (Hack.) R.P.Murray,Festuca brevipila R.Tracey,42,,n,2,,,,,
60451281-2,Festuca trachyphylla (Hack.) R.P.Murray,"Festuca longifolia sensu C.E.Hubb.et auct., non Thuill.",42,,n,1,,,,,
403725-1,Festuca vivipara (L.) Sm.,Festuca vivipara (L.) Sm.,21,,y,3,,,,,
403725-1,Festuca vivipara (L.) Sm.,Festuca vivipara (L.) Sm.,28,,y,31,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +0/1s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +1/2s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +1-7s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +1s,n,4,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +2/3s,n,2,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +2-4s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +2s,n,4,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +3/4s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +3-7s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +3s,n,3,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +4s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +5s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,,16 +6s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (diploid) ,16,,n,171,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (tetraploid) ,24,,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria (tetraploid) ,32,,n,125,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria 'Flore Pleno' ,16,,n,2,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,,16 +1/2s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,,16 +2/4-5s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,,16 +2s,n,2,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,,16 +4-6s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,,16 +4s (reported as 20),n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,,16 +6s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,,16 +c.5s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,,16 +c.6s,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,16,,n,38,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,24,,n,10,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria L.,32,,n,11,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria subsp. bulbilifer Lambinon,24,,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria subsp. bulbilifer Lambinon,32,,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria subsp. chrysocephalus P.D.Sell,32,,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria subsp. ficaria ,16,,n,2,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria subsp. ficariiformis (F.W.Schultz) Rouy & Foucaud,32,,n,1,,,,,
711233-1,Ficaria verna Huds.,Ranunculus ficaria var. aurantiacus Turrill,20,,n,1,,,,,
711233-1,Ficaria verna Huds.,"Ranunculus ficaria var. bulbifera Marsden-Jones, non Albert",32,,n,14,,,,,
207886-1,Filago germanica L.,Filago vulgaris Lam.,28,,n,2,,,,,
724943-1,Filipendula ulmaria (L.) Maxim.,Filipendula ulmaria (L.) Maxim.,14,,y,6,,,,,
724943-1,Filipendula ulmaria (L.) Maxim.,Filipendula ulmaria (L.) Maxim.,16,,y,1,,,,,
724945-1,Filipendula vulgaris Moench,Filipendula vulgaris Moench,14,,y,4,,,,,
724945-1,Filipendula vulgaris Moench,Spiraea filipendula L.,15,,n,1,,,,,
30117681-2,Fragaria ananassa (Duchesne) Duchesne,Fragaria × ananassa (Duchesne) Rozier [cultivated],56,,n,1,,,,,
30074127-2,Fragaria vesca L.,Fragaria vesca L.,14,,y,4,,,,,
717344-1,Frangula alnus Mill.,Frangula alnus Mill.,20,,y,2,,,,,
717344-1,Frangula alnus Mill.,Rhamnus frangula L.,20,,n,1,,,,,
366294-1,Frankenia laevis L.,Frankenia laevis L.,30,,y,2,,,,,
609009-1,Fraxinus excelsior L.,Fraxinus excelsior L.,46,,y,3,,,,,
609009-1,Fraxinus excelsior L.,Fraxinus excelsior L.,48,,y,1,,,,,
535213-1,Fritillaria meleagris L.,Fritillaria meleagris L.,24,,y,1,,,,,
672889-1,Fumaria bastardii Boreau,Fumaria bastardii Boreau,48,,y,1,,,,,
672920-1,Fumaria capreolata L.,Fumaria capreolata L.,64,,y,2,,,,,
673038-1,Fumaria muralis Sond. ex W.D.J.Koch,Fumaria muralis subsp. boraei (Jord.) Pugsley,48,,n,2,,,,,
673047-1,Fumaria occidentalis Pugsley,Fumaria occidentalis Pugsley,,c.112,y,1,,,,,
30017594-2,Fumaria officinalis L.,Fumaria officinalis subsp. officinalis ,32,,n,8,,,,,
30017594-2,Fumaria officinalis L.,Fumaria officinalis subsp. wirtgenii (W.D.J.Koch) Arcang.,48,,n,1,,,,,
673065-1,Fumaria parviflora Lam.,Fumaria parviflora Lam.,32,,y,1,,,,,
673083-1,Fumaria purpurea Pugsley,Fumaria purpurea Pugsley,,c.80,y,1,,,,,
673091-1,Fumaria reuteri Boiss.,Fumaria martinii Clavaud,48,,n,2,,,,,
673141-1,Fumaria vaillantii Loisel.,Fumaria vaillantii Loisel.,32,,y,1,,,,,
535452-1,Gagea bohemica (Zauschn.) Schult. & Schult.f.,Gagea bohemica (Zauschn.) Schult. & Schult.f.,60,,y,1,,,,,
535577-1,Gagea lutea (L.) Ker Gawl.,Gagea lutea (L.) Ker Gawl.,72,,y,1,,,,,
535653-1,Gagea serotina (L.) Ker Gawl.,Lloydia serotina (L.) Rchb.,24,,n,2,,,,,
208467-1,Galatella linosyris (L.) Rchb.f.,Aster linosyris (L.) Bernh.,18,,n,2,,,,,
447034-1,Galeopsis bifida Boenn.,Galeopsis bifida Boenn.,32,,y,2,,,,,
447129-1,Galeopsis speciosa Mill.,Galeopsis speciosa Mill.,16,,y,1,,,,,
447136-1,Galeopsis tetrahit L.,Galeopsis tetrahit L.,32,,y,2,,,,,
208554-1,Galinsoga parviflora Cav.,Galinsoga parviflora Cav.,16,,y,1,,,,,
208557-1,Galinsoga quadriradiata Ruiz & Pav.,Galinsoga ciliata (Raf.) S.F.Blake,32,,n,1,,,,,
749481-1,Galium album Mill.,Galium mollugo auct.non L.,44,,n,3,,,,,
749481-1,Galium album Mill.,Galium mollugo subsp. erectum Syme,44,,n,1,,,,,
30007294-2,Galium aparine L.,Galium aparine L.,66,,y,2,,,,,
749626-1,Galium boreale L.,Galium boreale L.,44,,y,7,,,,,
749757-1,Galium constrictum Chaub.,Galium debile Desv.,24,,n,1,,,,,
750339-1,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,44,,y,1,,,,,
750370-1,Galium palustre L.,Galium palustre L.,,c.96,y,1,,,,,
750370-1,Galium palustre L.,Galium palustre L.,24,,y,2,,,,,
750370-1,Galium palustre L.,Galium palustre subsp. elongatum (C.Presl) Lange,,c.96,n,2,,,,,
750370-1,Galium palustre L.,Galium palustre subsp. tetraploideum A.R.Clapham,48,,n,1,,,,,
750370-1,Galium palustre L.,Galium witheringii Sm.,24,,n,1,,,,,
750495-1,Galium pumilum Murray,Galium pumilum Murray,,c.86,y,1,,,,,
750495-1,Galium pumilum Murray,Galium pumilum Murray,,c.88,y,2,,,,,
750495-1,Galium pumilum Murray,Galium pumilum Murray,88,,y,3,,,,,
750586-1,Galium saxatile L.,Galium hercynicum subsp. hercynicum ,44,,n,13,,,,,
750586-1,Galium saxatile L.,Galium saxatile L.,,c.44,y,2,,,,,
750586-1,Galium saxatile L.,Galium saxatile L.,44,,y,6,,,,,
750676-1,Galium sterneri Ehrend.,Galium sterneri Ehrend.,,c.44,y,1,,,,,
750676-1,Galium sterneri Ehrend.,Galium sterneri subsp. celticum ,22,,n,8,,,,,
750676-1,Galium sterneri Ehrend.,Galium sterneri subsp. sterneri ,,c.42,n,1,,,,,
750676-1,Galium sterneri Ehrend.,Galium sterneri subsp. sterneri ,44,,n,23,,,,,
750789-1,Galium uliginosum L.,Galium uliginosum L.,22,,y,2,,,,,
750789-1,Galium uliginosum L.,Galium uliginosum L.,88,,y,1,,,,,
750829-1,Galium verum L.,Galium floridum Salisb.,88,,n,1,,,,,
750829-1,Galium verum L.,Galium verum L.,,c.44,y,1,,,,,
750829-1,Galium verum L.,Galium verum L.,44,,y,1,,,,,
403930-1,Gastridium ventricosum (Gouan) Schinz & Thell.,Gastridium ventricosum (Gouan) Schinz & Thell.,14,,y,2,,,,,
495881-1,Genista anglica L.,Genista anglica L.,42,,y,3,,,,,
496408-1,Genista tinctoria L.,Genista tinctoria L.,96,,y,5,,,,,
369094-1,Gentiana verna L.,Gentiana verna L.,28,,y,3,,,,,
372911-1,Geranium columbinum L.,Geranium columbinum L.,18,,y,1,,,,,
30210528-2,Geranium dissectum L.,Geranium dissectum L.,22,,y,2,,,,,
373275-1,Geranium lucidum L.,Geranium lucidum L.,,40 +2/3s,y,1,,,,,
373275-1,Geranium lucidum L.,Geranium lucidum L.,,40-42,y,2,,,,,
373275-1,Geranium lucidum L.,Geranium lucidum L.,20,,y,1,,,,,
373275-1,Geranium lucidum L.,Geranium lucidum L.,40,,y,2,,,,,
373335-1,Geranium molle L.,Geranium molle L.,26,,y,4,,,,,
322493-2,Geranium pratense L.,Geranium pratense L.,28,,y,3,,,,,
373541-1,Geranium purpureum Vill.,Geranium purpureum Vill.,32,,y,1,,,,,
322504-2,Geranium pyrenaicum Burm.f.,Geranium pyrenaicum Burm.f.,28,,y,1,,,,,
109269-2,Geranium robertianum L.,Geranium robertianum L.,32,,y,1,,,,,
109269-2,Geranium robertianum L.,Geranium robertianum L.,64,,y,8,,,,,
109269-2,Geranium robertianum L.,Geranium robertianum subsp. celticum Ostenf.,64,,n,1,,,,,
109269-2,Geranium robertianum L.,Geranium robertianum subsp. robertianum ,64,,n,1,,,,,
322494-2,Geranium sanguineum L.,Geranium lancastriense Mill.,84,,n,1,,,,,
322494-2,Geranium sanguineum L.,Geranium sanguineum L.,,c.84,y,5,,,,,
322494-2,Geranium sanguineum L.,Geranium sanguineum L.,84,,y,4,,,,,
322494-2,Geranium sanguineum L.,Geranium sanguineum var. album Ingwersen,84,,n,1,,,,,
322492-2,Geranium sylvaticum L.,Geranium sylvaticum L.,28,,y,1,,,,,
725355-1,Geum rivale L.,Geum rivale L.,42,,y,3,,,,,
725399-1,Geum urbanum L.,Geum urbanum L.,42,,y,4,,,,,
20008765-1,Gladiolus illyricus W.D.J.Koch,Gladiolus illyricus W.D.J.Koch,60,,y,1,,,,,
673167-1,Glaucium flavum Crantz,Glaucium flavum Crantz,12,,y,2,,,,,
209007-1,Glebionis segetum (L.) Fourr.,Chrysanthemum segetum L.,18,,n,4,,,,,
447338-1,Glechoma hederacea L.,Glechoma hederacea L.,36,,y,4,,,,,
447338-1,Glechoma hederacea L.,Nepeta hederacea (L.) Trevis.,36,,n,1,,,,,
404078-1,Glyceria declinata Bréb.,Glyceria declinata Bréb.,20,,y,17,,,,,
404100-1,Glyceria fluitans (L.) R.Br.,Glyceria fluitans (L.) R.Br.,40,,y,21,,,,,
404141-1,Glyceria maxima (Hartm.) Holmb.,Glyceria maxima (Hartm.) Holmb.,60,,y,2,,,,,
60437219-2,Glyceria notata Chevall.,Glyceria plicata (Fr.) Fr.,40,,n,16,,,,,
210174-1,Gnaphalium uliginosum L.,Gnaphalium uliginosum L.,14,,y,3,,,,,
1088707-2,Goodyera repens (L.) R.Br.,Goodyera repens (L.) R.Br.,30,,y,3,,,,,
998315-1,"Gymnadenia borealis (Druce) R.M.Bateman, Pridgeon & M.W.Chase",Gymnadenia conopsea subsp. borealis (Druce) F.Rose,40,,n,1,,,,,
636509-1,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,40,,y,1,,,,,
636509-1,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea subsp. conopsea ,40,,n,1,,,,,
17112110-1,Gymnocarpium dryopteris (L.) Newman,Gymnocarpium dryopteris (L.) Newman,160,,y,2,,,,,
17112130-1,Gymnocarpium robertianum (Hoffm.) Newman,Gymnocarpium robertianum (Hoffm.) Newman,,c.160,y,1,,,,,
90723-1,Hedera helix L.,Hedera helix L.,,c.48,y,120,,,,,
90723-1,Hedera helix L.,Hedera helix L.,48,,y,96,,,,,
77176743-1,Hedera hibernica (G.Kirch.) Bean,Hedera hibernica (G.Kirch.) Bean,,c.96,y,155,,,,,
77176743-1,Hedera hibernica (G.Kirch.) Bean,Hedera hibernica (G.Kirch.) Bean,96,,y,41,,,,,
168741-1,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill.,20,,y,2,,,,,
169032-1,Helianthemum nummularium (L.) Mill.,Helianthemum chamaecistus Mill.,20,,n,9,,,,,
60461866-2,Helianthemum oelandicum (L.) Dum.Cours.,Helianthemum canum (L.) Hornem.,22,,n,8,,,,,
60461866-2,Helianthemum oelandicum (L.) Dum.Cours.,Helianthemum canum subsp. levigatum M.Proctor,22,,n,1,,,,,
77113502-1,Helictochloa pratensis (L.) Romero Zarco,Avena pratensis L.,42,,n,1,,,,,
77113502-1,Helictochloa pratensis (L.) Romero Zarco,Helictotrichon pratense (L.) Besser,,c.126,n,1,,,,,
77113502-1,Helictochloa pratensis (L.) Romero Zarco,Helictotrichon pratense (L.) Besser,126,,n,4,,,,,
213702-1,Helminthotheca echioides (L.) Holub,Picris echioides L.,10,,n,5,,,,,
842885-1,Helosciadium inundatum (L.) W.D.J.Koch,Apium inundatum (L.) Rchb.f.,22,,n,1,,,,,
842893-1,Helosciadium nodiflorum (L.) W.D.J.Koch,Apium nodiflorum (L.) Lag.,22,,n,3,,,,,
842900-1,Helosciadium repens (Jacq.) W.D.J.Koch,Apium repens (Jacq.) Lag.,18,,n,1,,,,,
843084-1,Heracleum mantegazzianum Sommier & Levier,Heracleum mantegazzianum Sommier & Levier,22,,y,1,,,,,
843179-1,Heracleum sphondylium L.,Heracleum sphondylium L.,22,,y,2,,,,,
843179-1,Heracleum sphondylium L.,Heracleum sphondylium subsp. sphondylium ,,22 +1s,n,1,,,,,
843179-1,Heracleum sphondylium L.,Heracleum sphondylium subsp. sphondylium ,22,,n,1,,,,,
154744-1,Herniaria ciliolata Melderis,"Herniaria ciliata Bab., non Clairv.",72,,n,3,,,,,
154744-1,Herniaria ciliolata Melderis,Herniaria ciliolata Melderis,72,,y,2,,,,,
154744-1,Herniaria ciliolata Melderis,Herniaria glabra var. subciliata Bab.,108,,n,1,,,,,
434799-1,Herniaria glabra L.,Herniaria glabra L.,18,,y,1,,,,,
434804-1,Herniaria hirsuta L.,Herniaria hirsuta L.,36,,y,1,,,,,
285087-1,Hesperis matronalis L.,Hesperis matronalis L.,24,,y,1,,,,,
214622-1,Hieracium alpinum L.,Hieracium alpinum L.,27,,y,2,,,,,
214778-1,Hieracium anglicum Fr.,Hieracium anglicum Fr.,36,,y,1,,,,,
218356-1,Hieracium hethlandiae (F.Hanb.) Pugsley,Hieracium hethlandiae (F.Hanb.) Pugsley,36,,y,1,,,,,
218425-1,Hieracium holosericeum Backh.f.,Hieracium holosericeum Backh.f.,27,,y,3,,,,,
218425-1,Hieracium holosericeum Backh.f.,Hieracium holosericeum Backh.f.,36,,y,1,,,,,
219202-1,Hieracium latobrigorum (Zahn) Roffey,Hieracium latobrigorum (Zahn) Roffey,27,,y,1,,,,,
222584-1,Hieracium sabaudum L.,Hieracium perpropinquum (Zahn) Druce,27,,n,2,,,,,
223520-1,Hieracium subcrocatum (E.F.Linton) Roffey,Hieracium subcrocatum (E.F.Linton) Roffey,27,,y,1,,,,,
224435-1,Hieracium umbellatum L.,Hieracium umbellatum L.,18,,y,3,,,,,
224435-1,Hieracium umbellatum L.,Hieracium umbellatum subsp. bichlorophyllum (Druce & Zahn) P.D.Sell & C.West,18,,n,6,,,,,
224435-1,Hieracium umbellatum L.,Hieracium umbellatum subsp. bichlorophyllum (Druce & Zahn) P.D.Sell & C.West,27,,n,1,,,,,
224435-1,Hieracium umbellatum L.,Hieracium umbellatum subsp. umbellatum ,18,,n,1,,,,,
224435-1,Hieracium umbellatum L.,Hieracium umbellatum subsp. umbellatum ,27,,n,5,,,,,
224501-1,Hieracium vagum Jord.,Hieracium vagum Jord.,27,,y,1,,,,,
404911-1,Hierochloe odorata (L.) P.Beauv.,Hierochloe odorata (L.) P.Beauv.,28,,y,8,,,,,
498352-1,Hippocrepis comosa L.,Hippocrepis comosa L.,14,,y,11,,,,,
498352-1,Hippocrepis comosa L.,Hippocrepis comosa L.,28,,y,31,,,,,
323851-1,Hippophae rhamnoides L.,Hippophae rhamnoides L.,24,,y,3,,,,,
430352-1,Hippuris vulgaris L.,Hippuris vulgaris L.,32,,y,1,,,,,
285350-1,Hirschfeldia incana (L.) Lagr.-Foss.,Hirschfeldia incana (L.) Lagr.-Foss.,14,,y,1,,,,,
405034-1,Holcus lanatus L.,Holcus lanatus L.,14,,y,7,,,,,
123530-2,Holcus mollis L.,Holcus mollis L.,28,,y,16,,,,,
123530-2,Holcus mollis L.,Holcus mollis L.,34,,y,1,,,,,
123530-2,Holcus mollis L.,Holcus mollis L.,35,,y,37,,,,,
123530-2,Holcus mollis L.,Holcus mollis L.,42,,y,9,,,,,
123530-2,Holcus mollis L.,Holcus mollis L.,49,,y,2,,,,,
154821-1,Honckenya peploides (L.) Ehrh.,Honckenya peploides (L.) Ehrh.,,c.64,y,1,,,,,
154821-1,Honckenya peploides (L.) Ehrh.,Honckenya peploides (L.) Ehrh.,48,,y,1,,,,,
154821-1,Honckenya peploides (L.) Ehrh.,Honckenya peploides (L.) Ehrh.,68,,y,1,,,,,
405212-1,Hordeum distichon L.,Hordeum distichon L. [cultivated],14,,y,1,,,,,
30066468-2,Hordeum marinum Huds.,Hordeum marinum Huds.,14,,y,1,,,,,
405301-1,Hordeum murinum L.,Hordeum murinum L.,28,,y,2,,,,,
405301-1,Hordeum murinum L.,Hordeum murinum subsp. murinum ,28,,n,5,,,,,
405352-1,Hordeum secalinum Schreb.,Hordeum secalinum Schreb.,14,,y,1,,,,,
405391-1,Hordeum vulgare L.,Hordeum vulgare L. [cultivated],14,,y,4,,,,,
285375-1,Hornungia petraea (L.) Rchb.,Hutchinsia petraea (L.) W.T.Aiton,12,,n,1,,,,,
303502-2,Humulus lupulus L.,Humulus lupulus L.,20,,y,1,,,,,
1140250-2,Huperzia selago (L.) Bernh. ex Schrank & Mart.,Lycopodium selago L.,,?260,n,1,,,,,
536678-1,Hyacinthoides hispanica (Mill.) Rothm.,Endymion hispanicus (Mill.) Chouard,16,,n,1,,,,,
536678-1,Hyacinthoides hispanica (Mill.) Rothm.,Endymion hispanicus (Mill.) Chouard,24,,n,1,,,,,
971733-1,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Endymion non-scriptus (L.) Garcke,16,,n,3,,,,,
971733-1,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Endymion non-scriptus (L.) Garcke,24,,n,2,,,,,
971733-1,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,16,,y,1,,,,,
971733-1,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Scilla non-scripta (L.) Hoffmanns. & Link,16,,n,1,,,,,
536789-1,Hyacinthus orientalis L.,Hyacinthus orientalis L.,16,,y,1,,,,,
114224-3,Hydrilla verticillata (L.f.) Royle,Hydrilla verticillata (L.f.) Royle,16,,y,1,,,,,
431799-1,Hydrocharis morsus-ranae L.,Hydrocharis morsus-ranae L.,28,,y,1,,,,,
843768-1,Hydrocotyle vulgaris L.,Hydrocotyle vulgaris L.,96,,y,2,,,,,
274226-1,Hylotelephium telephium (L.) H.Ohba,Sedum telephium L.,24,,n,1,,,,,
274226-1,Hylotelephium telephium (L.) H.Ohba,Sedum telephium L.,26,,n,1,,,,,
30002980-2,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,26,,y,1,,,,,
17125870-1,Hymenophyllum wilsonii Hook.,"Hymenophyllum unilaterale sensu P.Fourn., non Bory ex Willd.",36,,n,1,,,,,
815932-1,Hyoscyamus niger L.,Hyoscyamus niger L.,34,,y,1,,,,,
433187-1,Hypericum androsaemum L.,Hypericum androsaemum L.,40,,y,2,,,,,
433287-1,Hypericum calycinum L.,Hypericum calycinum L.,20,,y,1,,,,,
317529-2,Hypericum canadense L.,Hypericum canadense L.,16,,y,2,,,,,
433400-1,Hypericum elodes L.,Hypericum elodes L.,16,,y,1,,,,,
433400-1,Hypericum elodes L.,Hypericum elodes L.,32,,y,1,,,,,
433492-1,Hypericum hirsutum L.,Hypericum hirsutum L.,18,,y,4,,,,,
433500-1,Hypericum humifusum L.,Hypericum humifusum L.,16,,y,3,,,,,
433568-1,Hypericum linariifolium Vahl,Hypericum linariifolium Vahl,16,,y,2,,,,,
325096-2,Hypericum maculatum Crantz,Hypericum maculatum subsp. maculatum ,16,,n,1,,,,,
325096-2,Hypericum maculatum Crantz,Hypericum maculatum subsp. obtusiusculum (Tourlet) Hayek,32,,n,3,,,,,
