kew_id,unclear_species_marker,extinct_species_marker,taxon_name,taxon_name_binom,authors,taxon_name_WCVP,authors_WCVP,order,family,genus,subgenus,section,subsection,series,species,group,aggregate,members_of_agg.,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,imperfect_match_with_Stace_IV,WCVP_URL,POWO_URL,IPNI_URL,accepted_WCVP_URL,StaceIV_nativity,Atlas_nativity_viaALIENATT_PLANTATT,Stace_Crawley_nativity_aliens,SLA,LDMC,seed_mass,leaf_area,mean_veg_height,max_veg_height,L_PLANTATT,F_PLANTATT,R_PLANTATT,N_PLANTATT,S_PLANTATT,L_Doring,F_Doring,R_Doring,N_Doring,S_Doring,T_Doring,ECPE_CSR,predicted_CSR,growth_form,succulence,life_form,biome,origin,TDWG_level_1_code,GB_Man_hectads_post2000,Ire_hectads_post2000,CI_hectads_post2000,GB_Man_hectads_1987_1999,Ire_hectads_1987_1999,CI_hectads_1987_1999,GB_Man_hectads_2000_2009,Ire_hectads_2000_2009,CI_hectads_2000_2009,GB_Man_hectads_2010_2019,Ire_hectads_2010_2019,CI_hectads_2010_2019,hybrid_propensity,scaled_hybrid_propensity,BOLD_link1,BOLD_link2,BOLD_link3
781594-1,,,Aesculus hippocastanum L.,Aesculus hippocastanum,L.,Aesculus hippocastanum,L.,Sapindales,Sapindaceae,Aesculus,,,,,hippocastanum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/781594-1,http://plantsoftheworldonline.org/taxon/781594-1,https://ipni.org/n/781594-1,,Neo-natd,AN,Neo-natd,14.52596902,0.331637591,10739.07495,7941.400783,26.25,39,5,5,7,7,0,5,5,7,7,0,NA,NA,CS,Tree,NA,phanerophyte / tree,,Balkans,1,2177,688,8,2035,491,11,1680,381,4,2094,594,7,NA,NA,NA,NA,NA
60450399-2,,,Aesculus indica (Cambess.) Hook.,Aesculus indica,(Cambess.) Hook.,Aesculus indica,(Wall. ex Cambess.) Hook.,Sapindales,Sapindaceae,Aesculus,,,,,indica,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/60450399-2,http://plantsoftheworldonline.org/taxon/60450399-2,https://ipni.org/n/60450399-2,,Neo-surv,AN,Neo-surv,NA,NA,23993.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / tree,,Himalayas,3,57,0,0,8,0,1,22,0,0,43,0,0,NA,NA,NA,NA,NA
837341-1,,,Aethusa cynapium L.,Aethusa cynapium,L.,Aethusa cynapium,L.,Apiales,Apiaceae,Aethusa,,,,,cynapium,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/837341-1,http://plantsoftheworldonline.org/taxon/837341-1,https://ipni.org/n/837341-1,,N,NA (unclear),,33.43714286,0.185324167,1.732733333,4516.635455,0.545,1.2,6,4,7,6,0,6,4,7,6,0,NA,R,CR,Herb,NA,therophyte,Temperate,,,1450,277,7,1431,256,10,1036,88,4,1309,238,6,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA008-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA3086-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2945-12
527283-1,,,Agapanthus praecox Willd.,Agapanthus praecox,Willd.,Agapanthus praecox,Willd.,Asparagales,Amaryllidaceae,Agapanthus,,,,,praecox,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/527283-1,http://plantsoftheworldonline.org/taxon/527283-1,https://ipni.org/n/527283-1,,Neo-natd,,,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,geophyte,,S Africa,2,116,3,11,12,0,2,32,2,6,105,1,9,NA,NA,NA,NA,NA
319063-2,,,Agave americana L.,Agave americana,L.,Agave americana,L.,Asparagales,Asparagaceae,Agave,,,,,americana,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/319063-2,http://plantsoftheworldonline.org/taxon/319063-2,https://ipni.org/n/319063-2,,Neo-surv,AN,Neo-surv,4.21,0.17,30.19323671,NA,1.776266667,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte / chamaephyte,,Mexico,7,35,0,5,4,0,4,3,0,3,32,0,4,NA,NA,NA,NA,NA
175500-1,,,Ageratum houstonianum Mill.,Ageratum houstonianum,Mill.,Ageratum houstonianum,Mill.,Asterales,Asteraceae,Ageratum,,,,,houstonianum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/175500-1,http://plantsoftheworldonline.org/taxon/175500-1,https://ipni.org/n/175500-1,,Neo-casual,AC,Neo-casual,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,therophyte,,Mexico,7,47,0,0,13,0,0,17,0,0,35,0,0,NA,NA,NA,NA,NA
316550-2,,,Agrimonia eupatoria L.,Agrimonia eupatoria,L.,Agrimonia eupatoria,L.,Rosales,Rosaceae,Agrimonia,,,,,eupatoria,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/316550-2,http://plantsoftheworldonline.org/taxon/316550-2,https://ipni.org/n/316550-2,,N,N,,18.45356061,0.351538286,13.11385278,6994.670267,0.53173913,1.5,7,4,7,4,0,7,4,8,4,0,6,CSR,CS/CSR,Herb,NA,hemicryptophyte,Southern Temperate,,,1652,340,6,1625,357,8,1337,145,2,1505,271,4,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA009-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1019-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA3065-12
720304-1,,,Agrimonia procera Wallr.,Agrimonia procera,Wallr.,Agrimonia procera,Wallr.,Rosales,Rosaceae,Agrimonia,,,,,procera,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/720304-1,http://plantsoftheworldonline.org/taxon/720304-1,https://ipni.org/n/720304-1,,N,N,,19.64357143,0.306825714,10.338,12341.82167,0.9625,1.5,5,6,7,5,0,5,5,6,4,0,6,NA,C/CSR,Herb,NA,hemicryptophyte,Temperate,,,530,122,2,461,60,4,285,45,1,415,95,1,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNB047-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1015-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1304-12
150316-1,,,Agrostemma githago L.,Agrostemma githago,L.,Agrostemma githago,L.,Caryophyllales,Caryophyllaceae,Agrostemma,,,,,githago,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/150316-1,http://plantsoftheworldonline.org/taxon/150316-1,https://ipni.org/n/150316-1,,Arch-colonist,AR,Arch-colonist,12.61113255,0.243083451,13.86054545,1017.83,0.680232558,1.5,7,5,6,5,0,7,NA,NA,NA,0,NA,NA,CS/CSR,Herb,NA,therophyte,Mediterranean,Europe,1,545,41,2,293,10,1,218,18,1,421,22,2,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1606-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA010-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1605-12
385460-1,,,Agrostis avenacea J.F.Gmel.,Agrostis avenacea,J.F.Gmel.,Agrostis avenacea,J.F.Gmel.,Poales,Poaceae,Agrostis,,,,,avenacea,,,,Homotypic_Synonym,406770-1,Lachnagrostis filiformis,(G.Forst.) Trin.,,https://wcvp.science.kew.org/taxon/385460-1,http://plantsoftheworldonline.org/taxon/385460-1,https://ipni.org/n/385460-1,https://wcvp.science.kew.org/taxon/406770-1,Neo-casual,,Neo-casual,23.18,NA,0.123285714,320,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Graminoid,NA,hemicryptophyte,,Australia and New Zealand,5,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
385537-1,,,Agrostis canina L.,Agrostis canina,L.,Agrostis canina,L.,Poales,Poaceae,Agrostis,,,,,canina,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/385537-1,http://plantsoftheworldonline.org/taxon/385537-1,https://ipni.org/n/385537-1,,N,N,,31.4270638,0.286101429,0.054274584,65.25444444,0.394371429,0.7,7,7,3,3,0,9,9,3,2,0,5,CSR,SR,Graminoid,NA,hemicryptophyte,Boreo-Temperate,,,1897,684,3,1685,417,2,1264,499,1,1585,439,3,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA3147-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA011-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA3140-12
30197865-2,,,Agrostis capillaris L.,Agrostis capillaris,L.,Agrostis capillaris,L.,Poales,Poaceae,Agrostis,,,,,capillaris,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/30197865-2,http://plantsoftheworldonline.org/taxon/30197865-2,https://ipni.org/n/30197865-2,,N,N,,31.05223392,0.280229262,0.110581852,228.748399,0.352112462,0.88,6,5,4,4,0,6,5,4,4,0,NA,CSR,SR,Graminoid,NA,hemicryptophyte,Boreo-Temperate,,,2781,981,14,2680,853,13,2418,747,7,2717,919,14,4,40,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA012-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2397-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2190-12
271894-2,,,Agrostis castellana Boiss. & Reut.,Agrostis castellana,Boiss. & Reut.,Agrostis castellana,Boiss. & Reut.,Poales,Poaceae,Agrostis,,,,,castellana,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/271894-2,http://plantsoftheworldonline.org/taxon/271894-2,https://ipni.org/n/271894-2,,Neo-natd,AN,Neo-natd,8.691210694,NA,0.200722222,NA,0.362457125,0.604571251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Graminoid,NA,hemicryptophyte,,S Europe,1,87,1,1,61,0,1,49,1,1,50,0,0,1,10,NA,NA,NA
385626-1,,,Agrostis curtisii Kerguélen,Agrostis curtisii,Kerguélen,Agrostis curtisii,Kerguélen,Poales,Poaceae,Agrostis,,,,,curtisii,,,,Homotypic_Synonym,77212601-1,Alpagrostis setacea,"(Poir.) P.M.Peterson, Romasch., Soreng & Sylvester",,https://wcvp.science.kew.org/taxon/385626-1,http://plantsoftheworldonline.org/taxon/385626-1,https://ipni.org/n/385626-1,https://wcvp.science.kew.org/taxon/77212601-1,N,N,,22,0.344,0.091,40,0.5125,0.7,7,6,2,1,0,7,6,2,1,0,NA,NA,S/SR,Graminoid,NA,hemicryptophyte,Southern Temperate,,,173,0,0,178,0,0,139,0,0,160,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA013-10,NA,NA
385783-1,,,Agrostis gigantea Roth,Agrostis gigantea,Roth,Agrostis gigantea,Roth,Poales,Poaceae,Agrostis,,,,,gigantea,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/385783-1,http://plantsoftheworldonline.org/taxon/385783-1,https://ipni.org/n/385783-1,,Arch-denizen,AR,Arch-denizen,29.70356396,0.285139184,0.081622378,368.3394444,0.751742857,1.5,7,6,6,7,0,7,6,6,7,0,NA,CR,SR/CSR,Graminoid,NA,hemicryptophyte,Southern Temperate,,,1363,126,2,1295,81,3,874,43,0,1065,88,2,2,20,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA014-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2286-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA3066-12
385901-1,,,Agrostis lachnantha Nees,Agrostis lachnantha,Nees,Agrostis lachnantha,Nees,Poales,Poaceae,Agrostis,,,,,lachnantha,,,,Homotypic_Synonym,60439569-2,Lachnagrostis lachnantha,(Nees) Rúgolo & A.M.Molina,,https://wcvp.science.kew.org/taxon/385901-1,http://plantsoftheworldonline.org/taxon/385901-1,https://ipni.org/n/385901-1,https://wcvp.science.kew.org/taxon/60439569-2,Neo-natd,,Neo-natd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Graminoid,NA,hemicryptophyte,,C & S Africa,2,3,0,0,0,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA
386271-1,,,Agrostis scabra Willd.,Agrostis scabra,Willd.,Agrostis scabra,Willd.,Poales,Poaceae,Agrostis,,,,,scabra,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/386271-1,http://plantsoftheworldonline.org/taxon/386271-1,https://ipni.org/n/386271-1,,Neo-natd,AN,Neo-natd,12.67592518,NA,0.05736853,60.715,0.762,0.762,NA,NA,NA,NA,NA,8,8,4,NA,0,6,NA,NA,Graminoid,NA,hemicryptophyte,,N America,7,13,1,0,21,1,0,6,1,0,11,1,0,NA,NA,NA,NA,NA
386353-1,,,Agrostis stolonifera L.,Agrostis stolonifera,L.,Agrostis stolonifera,L.,Poales,Poaceae,Agrostis,,,,,stolonifera,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/386353-1,http://plantsoftheworldonline.org/taxon/386353-1,https://ipni.org/n/386353-1,,N,N,,27.4466218,0.299173713,0.048594738,222.2096199,0.5806,1.5,7,6,7,6,1,7,6,7,6,1,NA,CR,SR,Graminoid,NA,hemicryptophyte,Wide Temperate,,,2806,994,14,2746,950,14,2489,841,7,2757,968,14,5,50,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2279-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA015-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2280-12
386503-1,,,Agrostis vinealis Schreb.,Agrostis vinealis,Schreb.,Agrostis vinealis,Schreb.,Poales,Poaceae,Agrostis,,,,,vinealis,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/386503-1,http://plantsoftheworldonline.org/taxon/386503-1,https://ipni.org/n/386503-1,,N,N,,17.19403023,0.388781306,0.062288889,223.7485714,0.298181818,0.7,7,6,3,2,0,7,6,3,2,0,NA,CSR,S/SR,Graminoid,NA,hemicryptophyte,Temperate,,,1571,330,0,1119,151,0,873,100,0,1299,281,0,2,20,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA016-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA3141-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA3146-12
813521-1,,,Ailanthus altissima (Mill.) Swingle,Ailanthus altissima,(Mill.) Swingle,Ailanthus altissima,(Mill.) Swingle,Sapindales,Simaroubaceae,Ailanthus,,,,,altissima,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/813521-1,http://plantsoftheworldonline.org/taxon/813521-1,https://ipni.org/n/813521-1,,Neo-natd,AN,Neo-natd,30.26078811,0.215131032,28.79744202,14060.88133,22.04228571,30,NA,NA,NA,NA,NA,8,5,7,8,0,8,NA,C/CSR,Tree,NA,phanerophyte / tree,,China,3,260,1,1,86,0,1,86,0,0,216,1,1,NA,NA,NA,NA,NA
386633-1,,,Aira caryophyllea L.,Aira caryophyllea,L.,Aira caryophyllea,L.,Poales,Poaceae,Aira,,,,,caryophyllea,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/386633-1,http://plantsoftheworldonline.org/taxon/386633-1,https://ipni.org/n/386633-1,,N,N,,21.42944606,0.274294785,0.1403,5.846666667,0.128421875,0.5,8,2,5,2,0,9,2,4,1,0,6,SR,SR,Graminoid,NA,therophyte,Southern Temperate,,,1465,518,14,1481,480,14,904,246,7,1171,431,13,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2639-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1635-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA017-10
386818-1,,,Aira praecox L.,Aira praecox,L.,Aira praecox,L.,Poales,Poaceae,Aira,,,,,praecox,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/386818-1,http://plantsoftheworldonline.org/taxon/386818-1,https://ipni.org/n/386818-1,,N,N,,20.1839148,0.263091818,0.156947368,12.56727273,0.118235294,0.7,8,2,4,2,0,9,2,2,1,0,6,SR,SR,Graminoid,NA,therophyte,Southern Temperate,,,2138,523,13,2158,494,13,1523,255,6,1883,440,13,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2867-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2851-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA018-10
444546-1,,,Ajuga chamaepitys (L.) Schreb.,Ajuga chamaepitys,(L.) Schreb.,Ajuga chamaepitys,(L.) Schreb.,Lamiales,Lamiaceae,Ajuga,,,,,chamaepitys,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/444546-1,http://plantsoftheworldonline.org/taxon/444546-1,https://ipni.org/n/444546-1,,?N,NA (unclear),Neo-natd,22.44833333,0.162848333,1.16,68.862,0.115,0.3,7,4,8,2,0,7,4,9,2,0,8,NA,R,Herb,NA,therophyte,Southern Temperate,,,17,0,0,20,0,0,14,0,0,11,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK980-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK981-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK982-14
444657-1,,,Ajuga pyramidalis L.,Ajuga pyramidalis,L.,Ajuga pyramidalis,L.,Lamiales,Lamiaceae,Ajuga,,,,,pyramidalis,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/444657-1,http://plantsoftheworldonline.org/taxon/444657-1,https://ipni.org/n/444657-1,,N,N,,19.76,0.191138,1.418541176,894.1,0.158823529,0.3,7,5,5,2,0,7,5,1,1,0,NA,NA,CR/CSR,Herb,NA,hemicryptophyte,Boreal montane,,,61,7,0,52,6,0,46,5,0,39,4,0,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK939-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK940-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK322-14
444664-1,,,Ajuga reptans L.,Ajuga reptans,L.,Ajuga reptans,L.,Lamiales,Lamiaceae,Ajuga,,,,,reptans,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/444664-1,http://plantsoftheworldonline.org/taxon/444664-1,https://ipni.org/n/444664-1,,N,N,,29.79406811,0.172018181,1.307306667,1364.048111,0.088385217,0.4,5,7,5,5,0,6,6,6,6,0,NA,CSR,CR,Herb,NA,hemicryptophyte,Temperate,,,2380,732,4,2297,620,4,1954,574,4,2271,635,2,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNB206-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNB157-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNB099-10
558713-1,,,Alcea rosea L.,Alcea rosea,L.,Alcea rosea,L.,Malvales,Malvaceae,Alcea,,,,,rosea,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/558713-1,http://plantsoftheworldonline.org/taxon/558713-1,https://ipni.org/n/558713-1,,Arch-cultd,AN,Arch-cultd,14.292,0.202432,9.196666667,9665.934,1.55,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C/CS,Herb,NA,hemicryptophyte / therophyte,,garden origin from W Asian parents,,721,8,0,316,1,1,328,0,0,619,8,0,NA,NA,NA,NA,NA
721100-1,Y,,Alchemilla acutidens Buser,Alchemilla acutidens,Buser,Alchemilla acutidens,Buser,Rosales,Rosaceae,Alchemilla,,,,,acutidens,,in agg,,Accepted,,,,,https://wcvp.science.kew.org/taxon/721100-1,http://plantsoftheworldonline.org/taxon/721100-1,https://ipni.org/n/721100-1,,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,,,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
77120351-1,Y,,Alchemilla acutiloba Opiz,Alchemilla acutiloba,Opiz,Alchemilla acutiloba,Opiz,Rosales,Rosaceae,Alchemilla,,,,,acutiloba,,in agg,,Synonym,721079-1,Alchemilla vulgaris,L.,,https://wcvp.science.kew.org/taxon/77120351-1,http://plantsoftheworldonline.org/taxon/77120351-1,https://ipni.org/n/77120351-1,https://wcvp.science.kew.org/taxon/721079-1,N,N,,NA,NA,0.37,NA,0.6375,0.65,7,4,6,5,0,7,4,6,5,0,NA,NA,NA,Herb,NA,hemicryptophyte,Boreo-Temperate,,,17,0,0,12,0,0,11,0,0,12,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK721-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK356-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK853-14
720359-1,,,Alchemilla alpina L.,Alchemilla alpina,L.,Alchemilla alpina,L.,Rosales,Rosaceae,Alchemilla,,,,,alpina,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/720359-1,http://plantsoftheworldonline.org/taxon/720359-1,https://ipni.org/n/720359-1,,N,N,,13.524,0.32524,0.364314286,334.5557692,0.114384615,0.3,7,5,4,3,0,7,5,4,3,0,NA,NA,S/SR,Herb,NA,hemicryptophyte,Arctic Montane,,,348,4,0,315,3,0,240,2,0,317,4,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK300-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK295-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK296-14
720481-1,,,Alchemilla conjuncta Bab.,Alchemilla conjuncta,Bab.,Alchemilla conjuncta,Bab.,Rosales,Rosaceae,Alchemilla,,,,,conjuncta,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/720481-1,http://plantsoftheworldonline.org/taxon/720481-1,https://ipni.org/n/720481-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,0.15,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,Alps,1,85,0,0,43,0,0,28,0,0,66,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1243-20,NA,NA
8074-2,Y,,Alchemilla filicaulis Buser,Alchemilla filicaulis,Buser,Alchemilla filicaulis,Buser,Rosales,Rosaceae,Alchemilla,,,,,filicaulis,,in agg,,Accepted,,,,,https://wcvp.science.kew.org/taxon/8074-2,http://plantsoftheworldonline.org/taxon/8074-2,https://ipni.org/n/8074-2,,N,N,,18.95,0.284,0.455746667,1206,0.155357143,0.4,8,6,6,3,0,8,6,6,3,0,NA,S/CSR,S/CSR,Herb,NA,hemicryptophyte,Boreal montane,,,1094,273,0,1064,221,0,656,130,0,851,204,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK261-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA019-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1021-12
720597-1,Y,,Alchemilla glabra Neygenf.,Alchemilla glabra,Neygenf.,Alchemilla glabra,Neygenf.,Rosales,Rosaceae,Alchemilla,,,,,glabra,,in agg,,Accepted,,,,,https://wcvp.science.kew.org/taxon/720597-1,http://plantsoftheworldonline.org/taxon/720597-1,https://ipni.org/n/720597-1,,N,N,,21.335,0.249531667,0.491773684,1179.052985,0.249210526,0.6,7,6,6,4,0,7,6,6,4,0,NA,S/CSR,CSR,Herb,NA,hemicryptophyte,Boreo-Temperate,,,1168,177,0,1126,174,0,824,103,0,1076,143,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK560-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK510-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK558-14
720605-1,Y,,Alchemilla glaucescens Wallr.,Alchemilla glaucescens,Wallr.,Alchemilla glaucescens,Wallr.,Rosales,Rosaceae,Alchemilla,,,,,glaucescens,,in agg,,Accepted,,,,,https://wcvp.science.kew.org/taxon/720605-1,http://plantsoftheworldonline.org/taxon/720605-1,https://ipni.org/n/720605-1,,N,N,,18.35925762,0.275193889,0.468225,1892.318667,0.19,0.2,7,5,7,5,0,7,5,7,5,0,NA,S/CSR,CS/CSR,Herb,NA,hemicryptophyte,Boreo-Temperate,,,20,2,0,16,3,0,12,2,0,17,2,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1244-20,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK724-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK710-14
30256552-2,Y,,Alchemilla glomerulans Buser,Alchemilla glomerulans,Buser,Alchemilla glomerulans,Buser,Rosales,Rosaceae,Alchemilla,,,,,glomerulans,,in agg,,Accepted,,,,,https://wcvp.science.kew.org/taxon/30256552-2,http://plantsoftheworldonline.org/taxon/30256552-2,https://ipni.org/n/30256552-2,,N,N,,23.25581395,NA,NA,NA,0.33,0.4,7,5,5,4,0,7,5,5,4,0,NA,NA,NA,Herb,NA,hemicryptophyte,Boreo-Arctic Montane,,,45,0,0,24,0,0,23,0,0,30,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK360-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK725-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK726-14
721139-1,Y,,Alchemilla micans Buser,Alchemilla micans,Buser,Alchemilla micans,Buser,Rosales,Rosaceae,Alchemilla,,,,,micans,,in agg,,Accepted,,,,,https://wcvp.science.kew.org/taxon/721139-1,http://plantsoftheworldonline.org/taxon/721139-1,https://ipni.org/n/721139-1,,N,N,,NA,NA,NA,NA,0.4,0.4,7,5,7,5,0,7,5,7,5,0,NA,NA,NA,Herb,NA,hemicryptophyte,,,,2,0,0,4,0,0,2,0,0,2,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK772-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK1181-14,NA
720770-1,Y,,Alchemilla minima Walters,Alchemilla minima,Walters,Alchemilla minima,Walters,Rosales,Rosaceae,Alchemilla,,,,,minima,,in agg,,Synonym,8074-2,Alchemilla filicaulis,Buser,,https://wcvp.science.kew.org/taxon/720770-1,http://plantsoftheworldonline.org/taxon/720770-1,https://ipni.org/n/720770-1,https://wcvp.science.kew.org/taxon/8074-2,N,NE,,NA,NA,NA,NA,NA,NA,7,6,8,3,0,7,6,8,3,0,NA,NA,NA,Herb,NA,hemicryptophyte,Boreal montane,,,2,0,0,3,0,0,2,0,0,1,0,0,NA,NA,NA,NA,NA
720776-1,Y,,Alchemilla mollis (Buser) Rothm.,Alchemilla mollis,(Buser) Rothm.,Alchemilla mollis,(Buser) Rothm.,Rosales,Rosaceae,Alchemilla,,,,,mollis,,in agg,,Accepted,,,,,https://wcvp.science.kew.org/taxon/720776-1,http://plantsoftheworldonline.org/taxon/720776-1,https://ipni.org/n/720776-1,,Neo-natd,AN,Neo-natd,15.75,0.235118333,NA,7328.25,0.6,0.6,6,5,7,6,0,6,5,7,6,0,NA,S/CSR,C/CSR,Herb,NA,hemicryptophyte,,Carpathians,1,2123,295,1,841,17,1,1058,49,1,1977,263,0,NA,NA,NA,NA,NA
