taxon_name,taxon_name_Stace,authors_Stace,Full name,pg_2C,pg_1C,Mbp_2C,Mbp_1C,PublishedPloidyLevel,PublishedChromosomeNumber,Locality,from GB material,DB
Ophrys insectifera L.,Ophrys insectifera,L.,Ophrys insectifera,22.2,11.1,21711.60,10855.80,2,36,Suisse Ober Erlingsbach,n,"Zonneveld, 2019"
Polygonatum odoratum (Mill.) Druce,Polygonatum odoratum,(Mill.) Druce,Polygonatum odoratum,23.2,11.6,22689.60,11344.80,8,26-30,Suisse Ober Erlingsbach,n,"Zonneveld, 2019"
Marrubium vulgare L.,Marrubium vulgare,L.,Marrubium vulgare,2.72,1.36,2660.16,1330.08,1,34,Suisse Sl. Wildegg,n,"Zonneveld, 2019"
Alchemilla mollis (Buser) Rothm.,Alchemilla mollis,(Buser) Rothm.,Alchemilla mollis,3.71,1.855,3628.38,1814.19,6,102-106,Suisse Wengen,n,"Zonneveld, 2019"
Aphanes arvensis L.,Aphanes arvensis,L.,Aphanes arvensis,2.75,1.375,2689.50,1344.75,9,48,Suisse Wengen,n,"Zonneveld, 2019"
Geum rivale L.,Geum rivale,L.,Geum rivale,2.45,1.225,2396.10,1198.05,3,42,Suisse Wengeralp,n,"Zonneveld, 2019"
Petasites albus (L.) Gaertn.,Petasites albus,(L.) Gaertn.,Petasites albus,6,3,5868.00,2934.00,3,60,Suisse Wengeralp,n,"Zonneveld, 2019"
Anoda cristata (L.) Schltdl.,Anoda cristata,(L.) Schltdl.,Anoda cristata,5.65,2.825,5525.70,2762.85,1,60,'t Harde,n,"Zonneveld, 2019"
Polygonatum multiflorum (L.) All.,Polygonatum multiflorum,(L.) All.,Polygonatum multiflorum,20.5,10.25,20049.00,10024.50,9,"18, 30",'t Harde,n,"Zonneveld, 2019"
Spergula arvensis L.,Spergula arvensis,L.,Spergula arvensis,0.91,0.455,889.98,444.99,1,18,'t Harde,n,"Zonneveld, 2019"
Sinapis alba L.,Sinapis alba,L.,Sinapis alba,1.12,0.56,1095.36,547.68,6,24,'t Harde A. Vogel park,n,"Zonneveld, 2019"
Cerastium arvense L.,Cerastium arvense,L.,Cerastium arvense,2.62,1.31,2562.36,1281.18,4,72,'t Joppe,n,"Zonneveld, 2019"
Lemna minuta Kunth.,Lemna minuta,Kunth.,Lemna minuta,0.79,0.395,772.62,386.31,17,40,t Sohr,n,"Zonneveld, 2019"
Taxus baccata L.,Taxus baccata,L.,Taxus baccata,23.3,11.65,22787.40,11393.70,4,24,Taxus,n,"Zonneveld, 2019"
Helianthemum nummularium (L.) Mill.,Helianthemum nummularium,(L.) Mill.,Helianthemum nummularium,5.66,2.83,5535.48,2767.74,1,20,Tenelia,n,"Zonneveld, 2019"
Lithospermum officinale L.,Lithospermum officinale,L.,Lithospermum officinale,1.26,0.63,1232.28,616.14,1,28,Tenelia,n,"Zonneveld, 2019"
Trifolium arvense L.,Trifolium arvense,L.,Trifolium arvense,0.94,0.47,919.32,459.66,2,14,Tenella,n,"Zonneveld, 2019"
Cichorium intybus L.,Cichorium intybus,L.,Cichorium intybus,2.87,1.435,2806.86,1403.43,3,18,Ter Apel,n,"Zonneveld, 2019"
Ruta graveolens L.,Ruta graveolens,L.,Ruta graveolens,1.16,0.58,1134.48,567.24,2,72-80,ter Apel,n,"Zonneveld, 2019"
Hieracium laevigatum Willd.,Hieracium laevigatum,Willd.,Hieracium laevigatum,11,5.5,10758.00,5379.00,1,27,Ter Apel Polderputten,n,"Zonneveld, 2019"
Callitriche brutia Petagna,Callitriche brutia,Petagna,Callitriche brutia,3.67,1.835,3589.26,1794.63,1,38,Terhorsterzand,n,"Zonneveld, 2019"
Goodyera repens (L.) R. Br.,Goodyera repens,(L.) R. Br.,Goodyera repens,11.4,5.7,11149.20,5574.60,3,30,Terschelling Boschplaat,n,"Zonneveld, 2019"
Hydrocotyle vulgaris L.,Hydrocotyle vulgaris,L.,Hydrocotyle vulgaris,2.11,1.055,2063.58,1031.79,5,96,Terschelling Boschplaat,n,"Zonneveld, 2019"
Jasione montana L.,Jasione montana,L.,Jasione montana,3.01,1.505,2943.78,1471.89,3,12,Terschelling Boschplaat,n,"Zonneveld, 2019"
Salsola kali L.,Salsola kali,L.,Salsola kali,3.31,1.655,3237.18,1618.59,4,36,Terschelling Boschplaat,n,"Zonneveld, 2019"
Vaccinium macrocarpon Aiton,Vaccinium macrocarpon,Aiton,Vaccinium macrocarpon,1.19,0.595,1163.82,581.91,3,24,Terschelling Boschplaat,n,"Zonneveld, 2019"
Ophioglossum vulgatum L.,Ophioglossum vulgatum,L.,Ophioglossum vulgatum,44.7,22.35,43716.60,21858.30,4,c. 540,Terschelling Dazenplak,n,"Zonneveld, 2019"
Atriplex portulacoides L.,Atriplex portulacoides,L.,Atriplex portulacoides,2.76,1.38,2699.28,1349.64,4,36,Terschelling wad,n,"Zonneveld, 2019"
Plantago maritima L.,Plantago maritima,L.,Plantago maritima,2.68,1.34,2621.04,1310.52,2,12 (24),Terschelling wad,n,"Zonneveld, 2019"
Suaeda maritima (L.) Dumort.,Suaeda maritima,(L.) Dumort.,Suaeda maritima,1.95,0.975,1907.10,953.55,4,36,Terschelling wad,n,"Zonneveld, 2019"
Alopecurus myosuroides Huds.,Alopecurus myosuroides,Huds.,Alopecurus myosuroides,7.52,3.76,7354.56,3677.28,3,14,Tholen Haften p.,n,"Zonneveld, 2019"
Poa palustris L.,Poa palustris,L.,Poa palustris,3.07,1.535,3002.46,1501.23,1,"14, 28, 42",Tiengeboden,n,"Zonneveld, 2019"
Impatiens capensis Meerb.,Impatiens capensis,Meerb.,Impatiens capensis,1.71,0.855,1672.38,836.19,1,14,Tollerwaard,n,"Zonneveld, 2019"
Helianthus tuberosus L.,Helianthus tuberosus,L.,Helianthus tuberosus,23.4,11.7,22885.20,11442.60,5,102,Topinamboer,n,"Zonneveld, 2019"
Epilobium ciliatum Raf.,Epilobium ciliatum,Raf.,Epilobium ciliatum,0.67,0.335,655.26,327.63,7,36,Ubbergen,n,"Zonneveld, 2019"
Rumex conglomeratus Murray,Rumex conglomeratus,Murray,Rumex conglomeratus,1.54,0.77,1506.12,753.06,3,"18, 20,40",Ubbergen,n,"Zonneveld, 2019"
Veronica beccabunga L.,Veronica beccabunga,L.,Veronica beccabunga,1.61,0.805,1574.58,787.29,4,18,Ubbergen,n,"Zonneveld, 2019"
Galeopsis tetrahit L.,Galeopsis tetrahit,L.,Galeopsis tetrahit,3.29,1.645,3217.62,1608.81,7,32,Valkenburg white+spots,n,"Zonneveld, 2019"
Carex pulicaris L.,Carex pulicaris,L.,Carex pulicaris,0.75,0.375,733.50,366.75,2,"58, 60",Veere Schotsman,n,"Zonneveld, 2019"
Teucrium scorodonia L.,Teucrium scorodonia,L.,Teucrium scorodonia,2.21,1.105,2161.38,1080.69,2,32,Veluwe,n,"Zonneveld, 2019"
Claytonia perfoliata Donn ex Willd.,Claytonia perfoliata,Donn ex Willd.,Claytonia perfoliata,4.13,2.065,4039.14,2019.57,2,36,Venray,n,"Zonneveld, 2019"
Scandix pecten-veneris L.,Scandix pecten-veneris,L.,Scandix pecten-veneris,1.41,0.705,1378.98,689.49,1,16,Via Kruidhoek,n,"Zonneveld, 2019"
Limonium humile Mill.,Limonium humile,Mill.,Limonium humile,6.05,3.025,5916.90,2958.45,1,"(36, 48) 54",Vlieland Vliehors,n,"Zonneveld, 2019"
Juncus conglomeratus L.,Juncus conglomeratus,L.,Juncus conglomeratus,0.61,0.305,596.58,298.29,2,42,Vogelenzang,n,"Zonneveld, 2019"
Phleum arenarium L.,Phleum arenarium,L.,Phleum arenarium,3.13,1.565,3061.14,1530.57,1,14,Vogelenzang,n,"Zonneveld, 2019"
Potentilla reptans L.,Potentilla reptans,L.,Potentilla reptans,1.38,0.69,1349.64,674.82,1,28,Vogelenzang,n,"Zonneveld, 2019"
Senecio sylvaticus L.,Senecio sylvaticus,L.,Senecio sylvaticus,4.35,2.175,4254.30,2127.15,1,40,Vogelenzang,n,"Zonneveld, 2019"
Stellaria graminea L.,Stellaria graminea,L.,Stellaria graminea,1.94,0.97,1897.32,948.66,3,26,Vogelenzang,n,"Zonneveld, 2019"
Veronica officinalis L.,Veronica officinalis,L.,Veronica officinalis,2.13,1.065,2083.14,1041.57,3,36,Vogelenzang,n,"Zonneveld, 2019"
Elodea canadensis Michx.,Elodea canadensis,Michx.,Elodea canadensis,2.77,1.385,2709.06,1354.53,1,"24, 48",Vogelenzang dunes,n,"Zonneveld, 2019"
Torilis nodosa (L.) Gaertn.,Torilis nodosa,(L.) Gaertn.,Torilis nodosa,1.83,0.915,1789.74,894.87,1,24,Volkerak,n,"Zonneveld, 2019"
Misopates orontium (L.) Raf.,Misopates orontium,(L.) Raf.,Misopates orontium,0.88,0.44,860.64,430.32,1,"14, 16",Vollenhove Cadoelerveld,n,"Zonneveld, 2019"
Quercus cerris L.,Quercus cerris,L.,Quercus cerris,1.9,0.95,1858.20,929.10,3,24,Voorschoten,n,"Zonneveld, 2019"
Anisantha sterilis (L.) Nevski.,Anisantha sterilis,(L.) Nevski.,Anisantha sterilis,6.21,3.105,6073.38,3036.69,2,14,Voorschoten brug,n,"Zonneveld, 2019"
Silene flos-cuculi (L.) Clairv.,Silene flos-cuculi,(L.) Clairv.,Silene flos-cuculi,5.38,2.69,5261.64,2630.82,1,24,Voorschoten K. Vlietkan.,n,"Zonneveld, 2019"
Deutzia scabra Thunb.,Deutzia scabra,Thunb.,Deutzia scabra,13.4,6.7,13105.20,6552.60,5,"26, 130",Voorschoten K.Vlietk.,n,"Zonneveld, 2019"
Lamium album L.,Lamium album,L.,Lamium album,1.81,0.905,1770.18,885.09,2,18,Voorschoten K.Vlietk.,n,"Zonneveld, 2019"
Cochlearia danica L.,Cochlearia danica,L.,Cochlearia danica,1.54,0.77,1506.12,753.06,2,42,Voorschoter weg,n,"Zonneveld, 2019"
Juncus bufonius L.,Juncus bufonius,L.,Juncus bufonius,1.72,0.86,1682.16,841.08,3,,Voorschoter weg,n,"Zonneveld, 2019"
Valeriana officinalis L.,Valeriana officinalis,L.,Valeriana officinalis,9.29,4.645,9085.62,4542.81,2,"14, 28",Voorschoterweg,n,"Zonneveld, 2019"
Sambucus canadensis L.,Sambucus canadensis,L.,Sambucus canadensis,24.7,12.35,24156.60,12078.30,3,36,W. Snoeyer 19980060,n,"Zonneveld, 2019"
Amaranthus albus L.,Amaranthus albus,L.,Amaranthus albus,1.09,0.545,1066.02,533.01,1,"32, 34",Waal Bizonbaai,n,"Zonneveld, 2019"
Leersia oryzoides (L.) Sw.,Leersia oryzoides,(L.) Sw.,Leersia oryzoides,1.83,0.915,1789.74,894.87,2,"48, 60",Waal bizonbaai,n,"Zonneveld, 2019"
Silaum silaus (L.) Schinz & Thell.,Silaum silaus,(L.) Schinz & Thell.,Silaum silaus,6.68,3.34,6533.04,3266.52,1,22,Waal Bizonbaai,n,"Zonneveld, 2019"
Amaranthus blitoides S. Watson,Amaranthus blitoides,S. Watson,Amaranthus blitoides,1.16,0.58,1134.48,567.24,2,32,Waal Groenlanden,n,"Zonneveld, 2019"
Vicia lathyroides L.,Vicia lathyroides,L.,Vicia lathyroides,4.36,2.18,4264.08,2132.04,1,"10, 12",Waal Groenlanden,n,"Zonneveld, 2019"
Ranunculus arvensis L.,Ranunculus arvensis,L.,Ranunculus arvensis,13.3,6.65,13007.40,6503.70,1,32,Wageningen De Vlijt,n,"Zonneveld, 2019"
Ambrosia trifida L.,Ambrosia trifida,L.,Ambrosia trifida,4.05,2.025,3960.90,1980.45,3,24,Wamel,n,"Zonneveld, 2019"
Fallopia convolvulus (L.) Á. Löve,Fallopia convolvulus,(L.) Á. Löve,Fallopia convolvulus,3.02,1.51,2953.56,1476.78,2,40,warty light green,n,"Zonneveld, 2019"
Agrostis capillaris L.,Agrostis capillaris,L.,Agrostis capillaris,7.07,3.535,6914.46,3457.23,6,28,Wassenaar,n,"Zonneveld, 2019"
Viola hirta L.,Viola hirta,L.,Viola hirta,1.48,0.74,1447.44,723.72,4,20,Wassenaar Berkheide,n,"Zonneveld, 2019"
Carex diandra Schrank,Carex diandra,Schrank,Carex diandra,0.96,0.48,938.88,469.44,1,60,Wassenaar Dunea,n,"Zonneveld, 2019"
Scrophularia umbrosa Dumort.,Scrophularia umbrosa,Dumort.,Scrophularia umbrosa,2.84,1.42,2777.52,1388.76,1,"26, 52",water side,n,"Zonneveld, 2019"
Veronica arvensis L.,Veronica arvensis,L.,Veronica arvensis,0.9,0.45,880.20,440.10,4,16,Well zuiddijk,n,"Zonneveld, 2019"
Leontodon hispidus L.,Leontodon hispidus,L.,Leontodon hispidus,4.83,2.415,4723.74,2361.87,1,14,Wercheren,n,"Zonneveld, 2019"
Luzula luzuloides (Lam.) Dandy & Wilmott,Luzula luzuloides,(Lam.) Dandy & Wilmott,Luzula luzuloides,1.8,0.9,1760.40,880.20,1,12,West Landsrade,n,"Zonneveld, 2019"
Carduus tenuiflorus Curtis,Carduus tenuiflorus,Curtis,Carduus tenuiflorus,7.03,3.515,6875.34,3437.67,1,54,Wieringen NH,n,"Zonneveld, 2019"
Sium latifolium L.,Sium latifolium,L.,Sium latifolium,5.38,2.69,5261.64,2630.82,1,20,Wijhe Oude Wetering,n,"Zonneveld, 2019"
Carex punctata Gaudin,Carex punctata,Gaudin,Carex punctata,0.77,0.385,753.06,376.53,1,68,Woensdrecht Br Indsch,n,"Zonneveld, 2019"
Nardus stricta L.,Nardus stricta,L.,Nardus stricta,4.16,2.08,4068.48,2034.24,1,26,Woensdrecht dunes,n,"Zonneveld, 2019"
Euphorbia peplus L.,Euphorbia peplus,L.,Euphorbia peplus,0.72,0.36,704.16,352.08,2,16,Woerden,n,"Zonneveld, 2019"
Fallopia dumetorum (L.) Holub,Fallopia dumetorum,(L.) Holub,Fallopia dumetorum,1.54,0.77,1506.12,753.06,7,20,Woerden,n,"Zonneveld, 2019"
Fumaria officinalis L.,Fumaria officinalis,L.,Fumaria officinalis,1.76,0.88,1721.28,860.64,1,"32,48",Woerden,n,"Zonneveld, 2019"
Lepidium ruderale L.,Lepidium ruderale,L.,Lepidium ruderale,0.73,0.365,713.94,356.97,1,"16, 32",Woerden,n,"Zonneveld, 2019"
Vicia sepium L.,Vicia sepium,L.,Vicia sepium,7.58,3.79,7413.24,3706.62,2,14,Woerden,n,"Zonneveld, 2019"
Erigeron annuus (L.) Pers.,Erigeron annuus,(L.) Pers.,Erigeron annuus,4.55,2.275,4449.90,2224.95,10,,Woerden Minkema,n,"Zonneveld, 2019"
Lycopus europaeus L.,Lycopus europaeus,L.,Lycopus europaeus,1.02,0.51,997.56,498.78,2,22,Wolfspoot,n,"Zonneveld, 2019"
Lathyrus aphaca L.,Lathyrus aphaca,L.,Lathyrus aphaca,9.37,4.685,9163.86,4581.93,1,14,Yerseke,n,"Zonneveld, 2019"
Carex aquatilis Wahlenb.,Carex aquatilis,Wahlenb.,Carex aquatilis,0.88,0.44,860.64,430.32,1,"76, 77",Zeegse loopje,n,"Zonneveld, 2019"
Atriplex glabriuscula Edmonston,Atriplex glabriuscula,Edmonston,Atriplex glabriuscula,1.82,0.91,1779.96,889.98,3,18,Zierikzee haven,n,"Zonneveld, 2019"
Potentilla anserina L.,Potentilla anserina,L.,Potentilla anserina,1.08,0.54,1056.24,528.12,10,28 (35) 42,Zilverschoon,n,"Zonneveld, 2019"
Erigeron karvinskianus DC.,Erigeron karvinskianus,DC.,Erigeron karvinskianus,3.88,1.94,3794.64,1897.32,8,18-54,Zoetermeer,n,"Zonneveld, 2019"
Bolboschoenus maritimus (L.) Palla,Bolboschoenus maritimus,(L.) Palla,Bolboschoenus maritimus,0.52,0.26,508.56,254.28,4,40-110,Zoeterwoude,n,"Zonneveld, 2019"
Glyceria fluitans (L.) R. Br.,Glyceria fluitans,(L.) R. Br.,Glyceria fluitans,2.66,1.33,2601.48,1300.74,3,40,Zoeterwoude,n,"Zonneveld, 2019"
Ludwigia grandiflora (Michx.) Greuter & Burdet,Ludwigia grandiflora,(Michx.) Greuter & Burdet,Ludwigia grandiflora,3.14,1.57,3070.92,1535.46,1,80,Zoeterwoude,n,"Zonneveld, 2019"
Poa pratensis L.,Poa pratensis,L.,Poa pratensis,6.98,3.49,6826.44,3413.22,3,42-98,Zoeterwoude,n,"Zonneveld, 2019"
Potamogeton nodosus Poir.,Potamogeton nodosus,Poir.,Potamogeton nodosus,1.54,0.77,1506.12,753.06,1,52,Zwolle Spooldersluis,n,"Zonneveld, 2019"
Aesculus hippocastanum L.,Aesculus hippocastanum,L.,Aesculus hippocastanum,1.22,0.61,1193.16,596.58,8,40,NA,n,"Zonneveld, 2019"
Agrimonia procera Wallr.,Agrimonia procera,Wallr.,Agrimonia procera,5.91,2.955,5779.98,2889.99,1,56,NA,n,"Zonneveld, 2019"
Agrostis stolonifera L.,Agrostis stolonifera,L.,Agrostis stolonifera,10.3,5.15,10073.40,5036.70,2,28,NA,n,"Zonneveld, 2019"
Allium roseum L.,Allium roseum,L.,Allium roseum,78.9,39.45,77164.20,38582.10,2,16-40,NA,n,"Zonneveld, 2019"
Amelanchier lamarckii F.G. Schroed.,Amelanchier lamarckii,F.G. Schroed.,Amelanchier lamarckii,2.52,1.26,2464.56,1232.28,2,68,NA,n,"Zonneveld, 2019"
Anemone apennina L.,Anemone apennina,L.,Anemone apennina,28.7,14.35,28068.60,14034.30,2,16,NA,n,"Zonneveld, 2019"
Antennaria dioica (L.) Gaertn.,Antennaria dioica,(L.) Gaertn.,Antennaria dioica,7.33,3.665,7168.74,3584.37,1,28,NA,n,"Zonneveld, 2019"
Antirrhinum majus L.,Antirrhinum majus,L.,Antirrhinum majus,1.27,0.635,1242.06,621.03,2,16,NA,n,"Zonneveld, 2019"
Apera interrupta (L.) P. Beauv.,Apera interrupta,(L.) P. Beauv.,Apera interrupta,8.73,4.365,8537.94,4268.97,1,14,NA,n,"Zonneveld, 2019"
Arctostaphylos uva-ursi (L.) Spreng.,Arctostaphylos uva-ursi,(L.) Spreng.,Arctostaphylos uva-ursi,2.34,1.17,2288.52,1144.26,1,52,NA,n,"Zonneveld, 2019"
Aruncus dioicus (Walter) Fernald,Aruncus dioicus,(Walter) Fernald,Aruncus dioicus,0.44,0.22,430.32,215.16,3,18,NA,n,"Zonneveld, 2019"
Asarum europaeum L.,Asarum europaeum,L.,Asarum europaeum,14,7,13692.00,6846.00,2,26,NA,n,"Zonneveld, 2019"
Atriplex hortensis L.,Atriplex hortensis,L.,Atriplex hortensis,2.02,1.01,1975.56,987.78,1,18,NA,n,"Zonneveld, 2019"
Baccharis halimifolia L.,Baccharis halimifolia,L.,Baccharis halimifolia,4.52,2.26,4420.56,2210.28,1,18,NA,n,"Zonneveld, 2019"
Brassica napus L.,Brassica napus,L.,Brassica napus,2.44,1.22,2386.32,1193.16,3,38,NA,n,"Zonneveld, 2019"
Brassica rapa L.,Brassica rapa,L.,Brassica rapa,1.11,0.555,1085.58,542.79,11,20,NA,n,"Zonneveld, 2019"
Bromus secalinus L.,Bromus secalinus,L.,Bromus secalinus,22.2,11.1,21711.60,10855.80,1,28,NA,n,"Zonneveld, 2019"
Buddleja davidii Franch.,Buddleja davidii,Franch.,Buddleja davidii,2.9,1.45,2836.20,1418.10,4,76,NA,n,"Zonneveld, 2019"
Bupleurum tenuissimum L.,Bupleurum tenuissimum,L.,Bupleurum tenuissimum,0.82,0.41,801.96,400.98,1,16,NA,n,"Zonneveld, 2019"
Cabomba caroliniana A. Gray,Cabomba caroliniana,A. Gray,Cabomba caroliniana,7.3,3.65,7139.40,3569.70,1,"24, 96, 104",NA,n,"Zonneveld, 2019"
Calamagrostis epigejos (L.) Roth,Calamagrostis epigejos,(L.) Roth,Calamagrostis epigejos,7.65,3.825,7481.70,3740.85,2,"28, 56",NA,n,"Zonneveld, 2019"
Callitriche obtusangula Le Gall,Callitriche obtusangula,Le Gall,Callitriche obtusangula,3.57,1.785,3491.46,1745.73,2,10,NA,n,"Zonneveld, 2019"
Carex caryophyllea Latourr.,Carex caryophyllea,Latourr.,Carex caryophyllea,1.37,0.685,1339.86,669.93,1,68,NA,n,"Zonneveld, 2019"
Carex lasiocarpa Ehrh.,Carex lasiocarpa,Ehrh.,Carex lasiocarpa,0.89,0.445,870.42,435.21,1,56,NA,n,"Zonneveld, 2019"
Centaurea jacea L.,Centaurea jacea,L.,Centaurea jacea,4.01,2.005,3921.78,1960.89,1,44,NA,n,"Zonneveld, 2019"
Ceratochloa carinata (Hook. & Arn.) Tutin,Ceratochloa carinata,(Hook. & Arn.) Tutin,Ceratochloa carinata,12.4,6.2,12127.20,6063.60,4,56,NA,n,"Zonneveld, 2019"
Ceratophyllum submersum L.,Ceratophyllum submersum,L.,Ceratophyllum submersum,0.43,0.215,420.54,210.27,1,"24, 40, 72",NA,n,"Zonneveld, 2019"
Chaenorhinum origanifolium (L.) Kostel.,Chaenorhinum origanifolium,(L.) Kostel.,Chaenorhinum origanifolium,1.2,0.6,1173.60,586.80,1,14,NA,n,"Zonneveld, 2019"
Citrullus lanatus (Thunb.) Matsum. & Nakai,Citrullus lanatus,(Thunb.) Matsum. & Nakai,Citrullus lanatus,0.95,0.475,929.10,464.55,8,22,NA,n,"Zonneveld, 2019"
Claytonia sibirica L.,Claytonia sibirica,L.,Claytonia sibirica,6.97,3.485,6816.66,3408.33,1,"24,36,48",NA,n,"Zonneveld, 2019"
Cornus sericea L.,Cornus sericea,L.,Cornus sericea,2.02,1.01,1975.56,987.78,1,22,NA,n,"Zonneveld, 2019"
Corrigiola litoralis L.,Corrigiola litoralis,L.,Corrigiola litoralis,0.82,0.41,801.96,400.98,2,"16, 18",NA,n,"Zonneveld, 2019"
Corylus maxima Mill.,Corylus maxima,Mill.,Corylus maxima,0.85,0.425,831.30,415.65,1,"22,28",NA,n,"Zonneveld, 2019"
Cosmos bipinnatus Cav.,Cosmos bipinnatus,Cav.,Cosmos bipinnatus,2.54,1.27,2484.12,1242.06,3,24,NA,n,"Zonneveld, 2019"
Cotoneaster dielsianus E. Pritz. ex Diels,Cotoneaster dielsianus,E. Pritz. ex Diels,Cotoneaster dielsianus,2.93,1.465,2865.54,1432.77,1,68,NA,n,"Zonneveld, 2019"
Crocus chrysanthus (Herb.) Herb.,Crocus chrysanthus,(Herb.) Herb.,Crocus chrysanthus,8.1,4.05,7921.80,3960.90,2,20,NA,n,"Zonneveld, 2019"
Crocus tommasinianus Herb.,Crocus tommasinianus,Herb.,Crocus tommasinianus,7.8,3.9,7628.40,3814.20,2,16,NA,n,"Zonneveld, 2019"
Cucumis melo L.,Cucumis melo,L.,Cucumis melo,1.04,0.52,1017.12,508.56,9,24,NA,n,"Zonneveld, 2019"
Cucumis sativus L.,Cucumis sativus,L.,Cucumis sativus,0.86,0.43,841.08,420.54,7,24,NA,n,"Zonneveld, 2019"
Cucurbita maxima Duchesne ex. Lam.,Cucurbita maxima,Duchesne ex. Lam.,Cucurbita maxima,1.07,0.535,1046.46,523.23,5,40,NA,n,"Zonneveld, 2019"
Cucurbita pepo L.,Cucurbita pepo,L.,Cucurbita pepo,1.03,0.515,1007.34,503.67,9,44,NA,n,"Zonneveld, 2019"
Cuminum cyminum L.,Cuminum cyminum,L.,Cuminum cyminum,4.64,2.32,4537.92,2268.96,1,14,NA,n,"Zonneveld, 2019"
Cuscuta epithymum (L.) L.,Cuscuta epithymum,(L.) L.,Cuscuta epithymum,1.42,0.71,1388.76,694.38,3,14,NA,n,"Zonneveld, 2019"
Descurainia sophia (L.) Webb & Berthel.,Descurainia sophia,(L.) Webb & Berthel.,Descurainia sophia,0.61,0.305,596.58,298.29,1,"28, 56",NA,n,"Zonneveld, 2019"
Diplotaxis muralis (L.) DC.,Diplotaxis muralis,(L.) DC.,Diplotaxis muralis,2.56,1.28,2503.68,1251.84,3,42,NA,n,"Zonneveld, 2019"
Diplotaxis tenuifolia (L.) DC.,Diplotaxis tenuifolia,(L.) DC.,Diplotaxis tenuifolia,1.67,0.835,1633.26,816.63,2,22,NA,n,"Zonneveld, 2019"
Echinochloa frumentacea Link,Echinochloa frumentacea,Link,Echinochloa frumentacea,3.59,1.795,3511.02,1755.51,1,"(36, 48) 54",NA,n,"Zonneveld, 2019"
Elymus athericus (Link) Kerguélen,Elymus athericus,(Link) Kerguélen,Elymus athericus,28.9,14.45,28264.20,14132.10,10,42,NA,n,"Zonneveld, 2019"
Elymus repens (L.) Gould,Elymus repens,(L.) Gould,Elymus repens,23.1,11.55,22591.80,11295.90,8,42,NA,n,"Zonneveld, 2019"
Epilobium lanceolatum Sebast. & Mauri,Epilobium lanceolatum,Sebast. & Mauri,Epilobium lanceolatum,0.83,0.415,811.74,405.87,2,36,NA,n,"Zonneveld, 2019"
Epipactis atrorubens (Hoffm.) Besser,Epipactis atrorubens,(Hoffm.) Besser,Epipactis atrorubens,27.2,13.6,26601.60,13300.80,2,(38) 40 (60),NA,n,"Zonneveld, 2019"
Equisetum pratense Ehrh.,Equisetum pratense,Ehrh.,Equisetum pratense,24,12,23472.00,11736.00,1,216,NA,n,"Zonneveld, 2019"
Eragrostis tef (Zucc.) Trotter,Eragrostis tef,(Zucc.) Trotter,Eragrostis tef,1.72,0.86,1682.16,841.08,6,40,NA,n,"Zonneveld, 2019"
Eranthis hyemalis (L.) Salisb.,Eranthis hyemalis,(L.) Salisb.,Eranthis hyemalis,23.7,11.85,23178.60,11589.30,6,"16, 48",NA,n,"Zonneveld, 2019"
Erica cinerea L.,Erica cinerea,L.,Erica cinerea,0.79,0.395,772.62,386.31,1,24,NA,n,"Zonneveld, 2019"
Erigeron acris L.,Erigeron acris,L.,Erigeron acris,2.81,1.405,2748.18,1374.09,3,18,NA,n,"Zonneveld, 2019"
Erinus alpinus L.,Erinus alpinus,L.,Erinus alpinus,1.02,0.51,997.56,498.78,2,14,NA,n,"Zonneveld, 2019"
Eryngium planum L.,Eryngium planum,L.,Eryngium planum,2.71,1.355,2650.38,1325.19,1,16,NA,n,"Zonneveld, 2019"
Erysimum cheiri (L.) Crantz,Erysimum cheiri,(L.) Crantz,Erysimum cheiri,0.87,0.435,850.86,425.43,2,14,NA,n,"Zonneveld, 2019"
Euonymus japonicus Thunb.,Euonymus japonicus,Thunb.,Euonymus japonicus,0.67,0.335,655.26,327.63,4,32,NA,n,"Zonneveld, 2019"
Euphorbia helioscopia L.,Euphorbia helioscopia,L.,Euphorbia helioscopia,2.11,1.055,2063.58,1031.79,2,42,NA,n,"Zonneveld, 2019"
Fatsia japonica (Thunb.) Decne. & Planch.,Fatsia japonica,(Thunb.) Decne. & Planch.,Fatsia japonica,2.99,1.495,2924.22,1462.11,2,"24, 48",NA,n,"Zonneveld, 2019"
Foeniculum vulgare Mill.,Foeniculum vulgare,Mill.,Foeniculum vulgare,3.53,1.765,3452.34,1726.17,6,22,NA,n,"Zonneveld, 2019"
Fraxinus angustifolia Vahl,Fraxinus angustifolia,Vahl,Fraxinus angustifolia,1.76,0.88,1721.28,860.64,1,46,NA,n,"Zonneveld, 2019"
Fritillaria meleagris L.,Fritillaria meleagris,L.,Fritillaria meleagris,107,53.5,104646.00,52323.00,4,24,NA,n,"Zonneveld, 2019"
Geranium macrorrhizum L.,Geranium macrorrhizum,L.,Geranium macrorrhizum,3.37,1.685,3295.86,1647.93,2,"46, 92",NA,n,"Zonneveld, 2019"
Geranium pusillum L.,Geranium pusillum,L.,Geranium pusillum,1.78,0.89,1740.84,870.42,4,26,NA,n,"Zonneveld, 2019"
Guizotia abyssinica (L. f.) Cass.,Guizotia abyssinica,(L. f.) Cass.,Guizotia abyssinica,6.59,3.295,6445.02,3222.51,2,30,NA,n,"Zonneveld, 2019"
